query,accuracy,precision,recall,f1, r1, r2, r3, r4, r5, r6
./ResampledDatabase/Car\m1523.obj,0.972437,1,0.0952381,0.173913,./ResampledDatabase/Car/m1538.obj,./ResampledDatabase/Car/D00865.obj,./ResampledDatabase/Car/D00618.obj,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Car/m1497.obj,./ResampledDatabase/Car/m1551.obj
./ResampledDatabase/Car\m1524.obj,0.969536,0.5,0.047619,0.0869565,./ResampledDatabase/Car/m1529.obj,./ResampledDatabase/Quadruped/m110.obj,./ResampledDatabase/Cup/m526.obj,./ResampledDatabase/Car/D00670.obj,./ResampledDatabase/Car/m1535.obj,./ResampledDatabase/Tree/D00727.obj
./ResampledDatabase/Car\m1525.obj,0.969536,0.5,0.047619,0.0869565,./ResampledDatabase/Car/m1516.obj,./ResampledDatabase/Truck/m1571.obj,./ResampledDatabase/PlantIndoors/D00370.obj,./ResampledDatabase/Car/m1511.obj,./ResampledDatabase/Car/m1535.obj,./ResampledDatabase/RoundTable/D00492.obj
./ResampledDatabase/Car\m1526.obj,0.967602,0.166667,0.015873,0.0289855,./ResampledDatabase/Bird/m31.obj,./ResampledDatabase/Bird/m35.obj,./ResampledDatabase/Humanoid/m167.obj,./ResampledDatabase/Car/m1489.obj,./ResampledDatabase/Chess/D01017.obj,./ResampledDatabase/MultiSeat/m830.obj
./ResampledDatabase/Car\m1528.obj,0.969536,0.5,0.047619,0.0869565,./ResampledDatabase/Car/D00452.obj,./ResampledDatabase/ComputerKeyboard/D00127.obj,./ResampledDatabase/Car/m1535.obj,./ResampledDatabase/Car/D00724.obj,./ResampledDatabase/Cup/m501.obj,./ResampledDatabase/MilitaryVehicle/D00723.obj
./ResampledDatabase/Car\m1529.obj,0.969536,0.5,0.047619,0.0869565,./ResampledDatabase/BuildingNonResidential/m390.obj,./ResampledDatabase/Car/m1524.obj,./ResampledDatabase/Quadruped/m110.obj,./ResampledDatabase/Mug/D00833.obj,./ResampledDatabase/Car/m1523.obj,./ResampledDatabase/Car/D00865.obj
./ResampledDatabase/Car\m1530.obj,0.97147,0.833333,0.0793651,0.144928,./ResampledDatabase/Car/D00670.obj,./ResampledDatabase/Car/D00618.obj,./ResampledDatabase/Car/D00865.obj,./ResampledDatabase/Cellphone/D00902.obj,./ResampledDatabase/Car/m1523.obj,./ResampledDatabase/Car/m1538.obj
./ResampledDatabase/Car\m1531.obj,0.97147,0.833333,0.0793651,0.144928,./ResampledDatabase/Car/D00265.obj,./ResampledDatabase/Car/m1519.obj,./ResampledDatabase/Car/D00541.obj,./ResampledDatabase/Car/m1521.obj,./ResampledDatabase/Car/m1542.obj,./ResampledDatabase/Tool/D01111.obj
./ResampledDatabase/Car\m1532.obj,0.970503,0.666667,0.0634921,0.115942,./ResampledDatabase/Car/m1500.obj,./ResampledDatabase/Car/m1547.obj,./ResampledDatabase/RectangleTable/D00421.obj,./ResampledDatabase/Car/m1522.obj,./ResampledDatabase/Train/m1584.obj,./ResampledDatabase/Car/m1563.obj
./ResampledDatabase/Car\m1535.obj,0.967602,0.166667,0.015873,0.0289855,./ResampledDatabase/House/m443.obj,./ResampledDatabase/Hand/m331.obj,./ResampledDatabase/House/m457.obj,./ResampledDatabase/Hand/D01074.obj,./ResampledDatabase/Ship/m1458.obj,./ResampledDatabase/Car/m1524.obj
./ResampledDatabase/Car\m1536.obj,0.967602,0.166667,0.015873,0.0289855,./ResampledDatabase/Quadruped/m102.obj,./ResampledDatabase/HumanHead/m346.obj,./ResampledDatabase/Humanoid/m177.obj,./ResampledDatabase/Car/m1524.obj,./ResampledDatabase/Wheel/m749.obj,./ResampledDatabase/HumanHead/m363.obj
./ResampledDatabase/Car\m1538.obj,0.972437,1,0.0952381,0.173913,./ResampledDatabase/Car/m1523.obj,./ResampledDatabase/Car/D00865.obj,./ResampledDatabase/Car/D00618.obj,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Car/m1551.obj,./ResampledDatabase/Car/m1497.obj
./ResampledDatabase/Car\m1542.obj,0.969536,0.5,0.047619,0.0869565,./ResampledDatabase/Car/D00541.obj,./ResampledDatabase/NonWheelChair/m789.obj,./ResampledDatabase/Tool/D01148.obj,./ResampledDatabase/Car/m1519.obj,./ResampledDatabase/Chess/D01123.obj,./ResampledDatabase/Car/D00265.obj
./ResampledDatabase/Car\m1543.obj,0.966634,0,0,0,./ResampledDatabase/Vase/m528.obj,./ResampledDatabase/Humanoid/m184.obj,./ResampledDatabase/Humanoid/m191.obj,./ResampledDatabase/House/m436.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj,./ResampledDatabase/NonWheelChair/m810.obj
./ResampledDatabase/Car\m1544.obj,0.967602,0.166667,0.015873,0.0289855,./ResampledDatabase/Car/D00724.obj,./ResampledDatabase/Truck/D00002.obj,./ResampledDatabase/MultiSeat/D00273.obj,./ResampledDatabase/Truck/m1574.obj,./ResampledDatabase/ComputerKeyboard/D00654.obj,./ResampledDatabase/Humanoid/m183.obj
./ResampledDatabase/Car\m1547.obj,0.969536,0.5,0.047619,0.0869565,./ResampledDatabase/RectangleTable/D00421.obj,./ResampledDatabase/Car/m1532.obj,./ResampledDatabase/House/m423.obj,./ResampledDatabase/Car/m1500.obj,./ResampledDatabase/Car/m1522.obj,./ResampledDatabase/NonWheelChair/m811.obj
./ResampledDatabase/Car\m1551.obj,0.970503,0.666667,0.0634921,0.115942,./ResampledDatabase/Car/D00618.obj,./ResampledDatabase/Quadruped/m93.obj,./ResampledDatabase/Car/D00865.obj,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Motorcycle/D00345.obj,./ResampledDatabase/Car/m1538.obj
./ResampledDatabase/Car\m1553.obj,0.967602,0.166667,0.015873,0.0289855,./ResampledDatabase/Wheel/m735.obj,./ResampledDatabase/Quadruped/D00841.obj,./ResampledDatabase/Car/D00265.obj,./ResampledDatabase/Mug/D00745.obj,./ResampledDatabase/NonWheelChair/m809.obj,./ResampledDatabase/Vase/m546.obj
./ResampledDatabase/Car\m1555.obj,0.970503,0.666667,0.0634921,0.115942,./ResampledDatabase/Car/m1502.obj,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Car/m1497.obj,./ResampledDatabase/Insect/D00160.obj,./ResampledDatabase/Quadruped/m93.obj,./ResampledDatabase/Car/D00618.obj
./ResampledDatabase/Car\m1556.obj,0.966634,0,0,0,./ResampledDatabase/Humanoid/m228.obj,./ResampledDatabase/Sword/D00066.obj,./ResampledDatabase/PlantWildNonTree/m973.obj,./ResampledDatabase/House/D00574.obj,./ResampledDatabase/Cellphone/D00152.obj,./ResampledDatabase/Sword/D00916.obj
./ResampledDatabase/Car\m1559.obj,0.969536,0.5,0.047619,0.0869565,./ResampledDatabase/MultiSeat/m833.obj,./ResampledDatabase/Car/m1488.obj,./ResampledDatabase/Truck/m1574.obj,./ResampledDatabase/Car/D00724.obj,./ResampledDatabase/Car/m1544.obj,./ResampledDatabase/MilitaryVehicle/D00100.obj
./ResampledDatabase/Car\m1560.obj,0.966634,0,0,0,./ResampledDatabase/Truck/D00947.obj,./ResampledDatabase/ClassicPiano/D00845.obj,./ResampledDatabase/Drum/D00189.obj,./ResampledDatabase/ClassicPiano/D00190.obj,./ResampledDatabase/Train/D01027.obj,./ResampledDatabase/Drum/D00375.obj
./ResampledDatabase/Car\m1561.obj,0.967602,0.166667,0.015873,0.0289855,./ResampledDatabase/NonWheelChair/m817.obj,./ResampledDatabase/WheelChair/D00183.obj,./ResampledDatabase/WheelChair/D00604.obj,./ResampledDatabase/NonWheelChair/m808.obj,./ResampledDatabase/Car/m1504.obj,./ResampledDatabase/Humanoid/m125.obj
./ResampledDatabase/Car\m1562.obj,0.966634,0,0,0,./ResampledDatabase/Shelf/m845.obj,./ResampledDatabase/House/m461.obj,./ResampledDatabase/Shelf/D00881.obj,./ResampledDatabase/MultiSeat/m836.obj,./ResampledDatabase/DeskPhone/D00680.obj,./ResampledDatabase/RectangleTable/m874.obj
./ResampledDatabase/Car\m1563.obj,0.967602,0.166667,0.015873,0.0289855,./ResampledDatabase/BuildingNonResidential/m387.obj,./ResampledDatabase/MultiSeat/D00237.obj,./ResampledDatabase/Wheel/m738.obj,./ResampledDatabase/Car/m1500.obj,./ResampledDatabase/MultiSeat/D00053.obj,./ResampledDatabase/MultiSeat/D00329.obj
./ResampledDatabase/Cellphone\D00018.obj,0.989845,0,0,0,./ResampledDatabase/ComputerKeyboard/D00990.obj,./ResampledDatabase/Jet/m1266.obj,./ResampledDatabase/Jet/m1225.obj,./ResampledDatabase/Monoplane/D00301.obj,./ResampledDatabase/Helicopter/m1315.obj,./ResampledDatabase/Bird/D00438.obj
./ResampledDatabase/Cellphone\D00032.obj,0.99178,0.333333,0.133333,0.190476,./ResampledDatabase/Car/D00670.obj,./ResampledDatabase/Cellphone/D00192.obj,./ResampledDatabase/Cellphone/D00554.obj,./ResampledDatabase/Car/m1497.obj,./ResampledDatabase/Motorcycle/D00945.obj,./ResampledDatabase/Humanoid/m183.obj
./ResampledDatabase/Cellphone\D00079.obj,0.989845,0,0,0,./ResampledDatabase/RectangleTable/m875.obj,./ResampledDatabase/Biplane/m1131.obj,./ResampledDatabase/Humanoid/m176.obj,./ResampledDatabase/Jet/m1288.obj,./ResampledDatabase/Humanoid/m157.obj,./ResampledDatabase/Motorcycle/D00269.obj
./ResampledDatabase/Cellphone\D00152.obj,0.989845,0,0,0,./ResampledDatabase/PlantWildNonTree/m973.obj,./ResampledDatabase/Car/D00803.obj,./ResampledDatabase/ComputerKeyboard/D00420.obj,./ResampledDatabase/Musical_Instrument/m631.obj,./ResampledDatabase/Ship/D00429.obj,./ResampledDatabase/Humanoid/m231.obj
./ResampledDatabase/Cellphone\D00192.obj,0.990812,0.166667,0.0666667,0.0952381,./ResampledDatabase/Cellphone/D00032.obj,./ResampledDatabase/Motorcycle/D00945.obj,./ResampledDatabase/MultiSeat/m777.obj,./ResampledDatabase/Biplane/D00069.obj,./ResampledDatabase/Quadruped/D00380.obj,./ResampledDatabase/Biplane/m1128.obj
./ResampledDatabase/Cellphone\D00312.obj,0.989845,0,0,0,./ResampledDatabase/Gun/D00140.obj,./ResampledDatabase/Sword/m689.obj,./ResampledDatabase/Helicopter/D00820.obj,./ResampledDatabase/Sword/m692.obj,./ResampledDatabase/Sword/m699.obj,./ResampledDatabase/Musical_Instrument/m639.obj
./ResampledDatabase/Cellphone\D00362.obj,0.989845,0,0,0,./ResampledDatabase/AquaticAnimal/m57.obj,./ResampledDatabase/Sword/m698.obj,./ResampledDatabase/Sign/m1673.obj,./ResampledDatabase/Sign/m1670.obj,./ResampledDatabase/Tool/m1113.obj,./ResampledDatabase/Jet/m1261.obj
./ResampledDatabase/Cellphone\D00369.obj,0.990812,0.166667,0.0666667,0.0952381,./ResampledDatabase/Bottle/D00892.obj,./ResampledDatabase/Hand/m330.obj,./ResampledDatabase/AircraftBuoyant/m1350.obj,./ResampledDatabase/Bottle/D00350.obj,./ResampledDatabase/MilitaryVehicle/D00933.obj,./ResampledDatabase/Cellphone/D00440.obj
./ResampledDatabase/Cellphone\D00440.obj,0.990812,0.166667,0.0666667,0.0952381,./ResampledDatabase/Bottle/D00350.obj,./ResampledDatabase/Guitar/D00534.obj,./ResampledDatabase/Cellphone/D00369.obj,./ResampledDatabase/Fish/D00030.obj,./ResampledDatabase/Bottle/D00892.obj,./ResampledDatabase/Bottle/D00123.obj
./ResampledDatabase/Cellphone\D00542.obj,0.989845,0,0,0,./ResampledDatabase/Apartment/D00310.obj,./ResampledDatabase/Helicopter/D00820.obj,./ResampledDatabase/Jet/m1182.obj,./ResampledDatabase/PlantWildNonTree/m978.obj,./ResampledDatabase/Helicopter/m1318.obj,./ResampledDatabase/Jet/m1241.obj
./ResampledDatabase/Cellphone\D00554.obj,0.992747,0.5,0.2,0.285714,./ResampledDatabase/Cellphone/D00032.obj,./ResampledDatabase/Car/D00767.obj,./ResampledDatabase/Car/D00670.obj,./ResampledDatabase/Cellphone/D00192.obj,./ResampledDatabase/Humanoid/m183.obj,./ResampledDatabase/Cellphone/D00979.obj
./ResampledDatabase/Cellphone\D00559.obj,0.990812,0.166667,0.0666667,0.0952381,./ResampledDatabase/Cellphone/D00979.obj,./ResampledDatabase/Car/D00168.obj,./ResampledDatabase/Ship/D00896.obj,./ResampledDatabase/Wheel/m747.obj,./ResampledDatabase/MultiSeat/m784.obj,./ResampledDatabase/AircraftBuoyant/m1349.obj
./ResampledDatabase/Cellphone\D00902.obj,0.990812,0.166667,0.0666667,0.0952381,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Car/D00670.obj,./ResampledDatabase/Hat/m1641.obj,./ResampledDatabase/Cellphone/D00032.obj,./ResampledDatabase/Bottle/D00166.obj,./ResampledDatabase/Bottle/D00711.obj
./ResampledDatabase/Cellphone\D00979.obj,0.990812,0.166667,0.0666667,0.0952381,./ResampledDatabase/Cellphone/D00559.obj,./ResampledDatabase/Truck/m1576.obj,./ResampledDatabase/Car/D00767.obj,./ResampledDatabase/Humanoid/m174.obj,./ResampledDatabase/MultiSeat/m784.obj,./ResampledDatabase/Car/m1508.obj
./ResampledDatabase/Cellphone\D00997.obj,0.989845,0,0,0,./ResampledDatabase/Chess/D01123.obj,./ResampledDatabase/RectangleTable/m904.obj,./ResampledDatabase/Quadruped/m90.obj,./ResampledDatabase/Vase/m536.obj,./ResampledDatabase/Cup/D00270.obj,./ResampledDatabase/Car/m1519.obj
./ResampledDatabase/Chess\D01017.obj,0.980658,0,0,0,./ResampledDatabase/Car/m1489.obj,./ResampledDatabase/Hat/m1629.obj,./ResampledDatabase/Cup/m496.obj,./ResampledDatabase/NonWheelChair/m791.obj,./ResampledDatabase/Humanoid/m177.obj,./ResampledDatabase/Quadruped/m277.obj
./ResampledDatabase/Chess\D01019.obj,0.982592,0.333333,0.0588235,0.1,./ResampledDatabase/Chess/m1600.obj,./ResampledDatabase/Chess/m1607.obj,./ResampledDatabase/Vase/m532.obj,./ResampledDatabase/NonWheelChair/m787.obj,./ResampledDatabase/Hand/D01060.obj,./ResampledDatabase/Bottle/m492.obj
./ResampledDatabase/Chess\D01021.obj,0.982592,0.333333,0.0588235,0.1,./ResampledDatabase/Chess/m1603.obj,./ResampledDatabase/Humanoid/m162.obj,./ResampledDatabase/Hand/D01041.obj,./ResampledDatabase/Quadruped/D00226.obj,./ResampledDatabase/Hand/m325.obj,./ResampledDatabase/Chess/D01138.obj
./ResampledDatabase/Chess\D01043.obj,0.981625,0.166667,0.0294118,0.05,./ResampledDatabase/Bottle/m485.obj,./ResampledDatabase/Bottle/m486.obj,./ResampledDatabase/Chess/m1600.obj,./ResampledDatabase/House/m454.obj,./ResampledDatabase/NonWheelChair/m787.obj,./ResampledDatabase/Bottle/D00281.obj
./ResampledDatabase/Chess\D01045.obj,0.982592,0.333333,0.0588235,0.1,./ResampledDatabase/Chess/D01049.obj,./ResampledDatabase/Chess/m1612.obj,./ResampledDatabase/BuildingNonResidential/m472.obj,./ResampledDatabase/Fish/D00251.obj,./ResampledDatabase/WheelChair/D00499.obj,./ResampledDatabase/Vase/m531.obj
./ResampledDatabase/Chess\D01049.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/m1612.obj,./ResampledDatabase/Chess/D01045.obj,./ResampledDatabase/Bottle/m487.obj,./ResampledDatabase/Fish/D00251.obj,./ResampledDatabase/BuildingNonResidential/m471.obj,./ResampledDatabase/Chess/D01021.obj
./ResampledDatabase/Chess\D01053.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/m1605.obj,./ResampledDatabase/FloorLamp/D00981.obj,./ResampledDatabase/FloorLamp/D00093.obj,./ResampledDatabase/Chess/m1598.obj,./ResampledDatabase/Chess/D01112.obj,./ResampledDatabase/AircraftBuoyant/m1344.obj
./ResampledDatabase/Chess\D01099.obj,0.980658,0,0,0,./ResampledDatabase/NonWheelChair/m804.obj,./ResampledDatabase/Hand/m325.obj,./ResampledDatabase/Hand/m326.obj,./ResampledDatabase/Computer/D01028.obj,./ResampledDatabase/Computer/m1773.obj,./ResampledDatabase/Hand/D01041.obj
./ResampledDatabase/Chess\D01105.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/m1607.obj,./ResampledDatabase/Chess/m1604.obj,./ResampledDatabase/Vase/m532.obj,./ResampledDatabase/PlantWildNonTree/m976.obj,./ResampledDatabase/Cup/m499.obj,./ResampledDatabase/Chess/m1600.obj
./ResampledDatabase/Chess\D01112.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/m1598.obj,./ResampledDatabase/FloorLamp/D00981.obj,./ResampledDatabase/Musical_Instrument/m641.obj,./ResampledDatabase/Chess/D01053.obj,./ResampledDatabase/Chess/m1605.obj,./ResampledDatabase/Cup/m495.obj
./ResampledDatabase/Chess\D01123.obj,0.980658,0,0,0,./ResampledDatabase/NonWheelChair/m789.obj,./ResampledDatabase/Quadruped/m90.obj,./ResampledDatabase/RectangleTable/m904.obj,./ResampledDatabase/Vase/m536.obj,./ResampledDatabase/Humanoid/m194.obj,./ResampledDatabase/Car/m1542.obj
./ResampledDatabase/Chess\D01126.obj,0.981625,0.166667,0.0294118,0.05,./ResampledDatabase/Cup/D00519.obj,./ResampledDatabase/FloorLamp/D00888.obj,./ResampledDatabase/Chess/m1602.obj,./ResampledDatabase/Bottle/m482.obj,./ResampledDatabase/Cup/m494.obj,./ResampledDatabase/PlantIndoors/m993.obj
./ResampledDatabase/Chess\D01138.obj,0.981625,0.166667,0.0294118,0.05,./ResampledDatabase/Chess/D01021.obj,./ResampledDatabase/Hand/D01022.obj,./ResampledDatabase/Fish/D00251.obj,./ResampledDatabase/DeskLamp/D00378.obj,./ResampledDatabase/Fish/D00850.obj,./ResampledDatabase/Humanoid/m152.obj
./ResampledDatabase/Chess\D01145.obj,0.980658,0,0,0,./ResampledDatabase/Humanoid/m155.obj,./ResampledDatabase/Humanoid/m158.obj,./ResampledDatabase/Humanoid/m173.obj,./ResampledDatabase/Humanoid/m192.obj,./ResampledDatabase/Humanoid/m212.obj,./ResampledDatabase/Quadruped/D00218.obj
./ResampledDatabase/Chess\D01171.obj,0.980658,0,0,0,./ResampledDatabase/Mug/D00705.obj,./ResampledDatabase/Bird/m49.obj,./ResampledDatabase/HumanHead/m368.obj,./ResampledDatabase/BuildingNonResidential/m391.obj,./ResampledDatabase/NonWheelChair/m817.obj,./ResampledDatabase/DeskLamp/m608.obj
./ResampledDatabase/Chess\D01186.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/m1613.obj,./ResampledDatabase/Chess/m1609.obj,./ResampledDatabase/Chess/m1604.obj,./ResampledDatabase/Tree/m1082.obj,./ResampledDatabase/Skyscraper/D00872.obj,./ResampledDatabase/FloorLamp/D00888.obj
./ResampledDatabase/Chess\m1589.obj,0.980658,0,0,0,./ResampledDatabase/Door/m1731.obj,./ResampledDatabase/Computer/D01002.obj,./ResampledDatabase/Sign/m1682.obj,./ResampledDatabase/Bed/m951.obj,./ResampledDatabase/City/D01092.obj,./ResampledDatabase/MultiSeat/m780.obj
./ResampledDatabase/Chess\m1593.obj,0.980658,0,0,0,./ResampledDatabase/MultiSeat/D00985.obj,./ResampledDatabase/City/D01092.obj,./ResampledDatabase/Apartment/D00792.obj,./ResampledDatabase/Shelf/m860.obj,./ResampledDatabase/Bed/m951.obj,./ResampledDatabase/Computer/m1764.obj
./ResampledDatabase/Chess\m1595.obj,0.980658,0,0,0,./ResampledDatabase/Quadruped/m93.obj,./ResampledDatabase/Biplane/m1120.obj,./ResampledDatabase/House/m432.obj,./ResampledDatabase/Insect/m12.obj,./ResampledDatabase/Humanoid/m187.obj,./ResampledDatabase/NonWheelChair/D00928.obj
./ResampledDatabase/Chess\m1596.obj,0.980658,0,0,0,./ResampledDatabase/MultiSeat/m839.obj,./ResampledDatabase/MultiSeat/m831.obj,./ResampledDatabase/RectangleTable/m887.obj,./ResampledDatabase/Bed/D00836.obj,./ResampledDatabase/MultiSeat/D00607.obj,./ResampledDatabase/DeskPhone/D00894.obj
./ResampledDatabase/Chess\m1598.obj,0.982592,0.333333,0.0588235,0.1,./ResampledDatabase/Chess/D01112.obj,./ResampledDatabase/FloorLamp/D00981.obj,./ResampledDatabase/Chess/D01053.obj,./ResampledDatabase/Musical_Instrument/m641.obj,./ResampledDatabase/AircraftBuoyant/m1341.obj,./ResampledDatabase/Spoon/D00422.obj
./ResampledDatabase/Chess\m1599.obj,0.981625,0.166667,0.0294118,0.05,./ResampledDatabase/Vase/m531.obj,./ResampledDatabase/BuildingNonResidential/m472.obj,./ResampledDatabase/FloorLamp/D00028.obj,./ResampledDatabase/FloorLamp/D00740.obj,./ResampledDatabase/Chess/D01045.obj,./ResampledDatabase/DeskLamp/m605.obj
./ResampledDatabase/Chess\m1600.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/D01019.obj,./ResampledDatabase/Chess/m1607.obj,./ResampledDatabase/Vase/m532.obj,./ResampledDatabase/NonWheelChair/m787.obj,./ResampledDatabase/Chess/D01043.obj,./ResampledDatabase/Bottle/m492.obj
./ResampledDatabase/Chess\m1602.obj,0.982592,0.333333,0.0588235,0.1,./ResampledDatabase/PlantIndoors/m993.obj,./ResampledDatabase/Chess/D01126.obj,./ResampledDatabase/Cup/D00519.obj,./ResampledDatabase/FloorLamp/D00888.obj,./ResampledDatabase/Chess/m1609.obj,./ResampledDatabase/Tool/m1114.obj
./ResampledDatabase/Chess\m1603.obj,0.981625,0.166667,0.0294118,0.05,./ResampledDatabase/Chess/D01021.obj,./ResampledDatabase/Hand/D01041.obj,./ResampledDatabase/Humanoid/m162.obj,./ResampledDatabase/Train/m1578.obj,./ResampledDatabase/Hand/m326.obj,./ResampledDatabase/Quadruped/D00226.obj
./ResampledDatabase/Chess\m1604.obj,0.982592,0.333333,0.0588235,0.1,./ResampledDatabase/Skyscraper/D00872.obj,./ResampledDatabase/House/m454.obj,./ResampledDatabase/Chess/D01105.obj,./ResampledDatabase/Chess/D01186.obj,./ResampledDatabase/Bottle/D00281.obj,./ResampledDatabase/Tree/m1082.obj
./ResampledDatabase/Chess\m1605.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/D01053.obj,./ResampledDatabase/FloorLamp/D00981.obj,./ResampledDatabase/Cup/m495.obj,./ResampledDatabase/Bottle/D00390.obj,./ResampledDatabase/Chess/D01112.obj,./ResampledDatabase/Chess/m1611.obj
./ResampledDatabase/Chess\m1606.obj,0.980658,0,0,0,./ResampledDatabase/Helicopter/m1329.obj,./ResampledDatabase/Hand/m336.obj,./ResampledDatabase/Cup/m501.obj,./ResampledDatabase/Quadruped/m89.obj,./ResampledDatabase/RoundTable/m935.obj,./ResampledDatabase/Starship/m1375.obj
./ResampledDatabase/Chess\m1607.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Vase/m532.obj,./ResampledDatabase/Chess/D01019.obj,./ResampledDatabase/Chess/m1600.obj,./ResampledDatabase/Chess/D01105.obj,./ResampledDatabase/Bottle/m492.obj,./ResampledDatabase/NonWheelChair/m787.obj
./ResampledDatabase/Chess\m1609.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/m1613.obj,./ResampledDatabase/Chess/D01186.obj,./ResampledDatabase/FloorLamp/D00888.obj,./ResampledDatabase/Chess/m1602.obj,./ResampledDatabase/Tree/m1082.obj,./ResampledDatabase/Cup/D00519.obj
./ResampledDatabase/Chess\m1611.obj,0.980658,0,0,0,./ResampledDatabase/Car/m1515.obj,./ResampledDatabase/Fish/D00763.obj,./ResampledDatabase/Humanoid/m152.obj,./ResampledDatabase/Humanoid/m156.obj,./ResampledDatabase/Hand/m330.obj,./ResampledDatabase/Gun/m665.obj
./ResampledDatabase/Chess\m1612.obj,0.982592,0.333333,0.0588235,0.1,./ResampledDatabase/Chess/D01049.obj,./ResampledDatabase/Chess/D01045.obj,./ResampledDatabase/Fish/D00251.obj,./ResampledDatabase/Bottle/m487.obj,./ResampledDatabase/BuildingNonResidential/m471.obj,./ResampledDatabase/Humanoid/m162.obj
./ResampledDatabase/Chess\m1613.obj,0.983559,0.5,0.0882353,0.15,./ResampledDatabase/Chess/m1609.obj,./ResampledDatabase/Chess/D01186.obj,./ResampledDatabase/Tree/m1082.obj,./ResampledDatabase/FloorLamp/D00888.obj,./ResampledDatabase/Chess/m1604.obj,./ResampledDatabase/Cup/D00519.obj
./ResampledDatabase/Chess\m1614.obj,0.980658,0,0,0,./ResampledDatabase/House/m436.obj,./ResampledDatabase/Gun/m658.obj,./ResampledDatabase/BuildingNonResidential/m409.obj,./ResampledDatabase/Train/m1583.obj,./ResampledDatabase/NonWheelChair/m810.obj,./ResampledDatabase/Vase/m528.obj
./ResampledDatabase/City\D01007.obj,0.990329,0,0,0,./ResampledDatabase/PlantWildNonTree/m985.obj,./ResampledDatabase/Jet/m1194.obj,./ResampledDatabase/Biplane/m1141.obj,./ResampledDatabase/Gun/D00207.obj,./ResampledDatabase/Jet/m1173.obj,./ResampledDatabase/Jet/m1230.obj
./ResampledDatabase/City\D01010.obj,0.991296,0.166667,0.0714286,0.1,./ResampledDatabase/City/m1664.obj,./ResampledDatabase/Starship/m1353.obj,./ResampledDatabase/Musical_Instrument/m645.obj,./ResampledDatabase/House/m440.obj,./ResampledDatabase/Motorcycle/m1484.obj,./ResampledDatabase/Ship/m1434.obj
./ResampledDatabase/City\D01039.obj,0.991296,0.166667,0.0714286,0.1,./ResampledDatabase/City/m1661.obj,./ResampledDatabase/Biplane/m1123.obj,./ResampledDatabase/Jet/m1158.obj,./ResampledDatabase/Insect/m24.obj,./ResampledDatabase/Quadruped/D00831.obj,./ResampledDatabase/WheelChair/D00088.obj
./ResampledDatabase/City\D01056.obj,0.990329,0,0,0,./ResampledDatabase/RectangleTable/m906.obj,./ResampledDatabase/RectangleTable/m908.obj,./ResampledDatabase/RectangleTable/m764.obj,./ResampledDatabase/RectangleTable/m898.obj,./ResampledDatabase/Cup/D00738.obj,./ResampledDatabase/MultiSeat/m774.obj
./ResampledDatabase/City\D01091.obj,0.990329,0,0,0,./ResampledDatabase/Biplane/D00490.obj,./ResampledDatabase/BuildingNonResidential/m477.obj,./ResampledDatabase/Biplane/m1133.obj,./ResampledDatabase/House/m431.obj,./ResampledDatabase/Jet/m1291.obj,./ResampledDatabase/RectangleTable/D00714.obj
./ResampledDatabase/City\D01092.obj,0.990329,0,0,0,./ResampledDatabase/Bed/m951.obj,./ResampledDatabase/MultiSeat/m780.obj,./ResampledDatabase/Chess/m1593.obj,./ResampledDatabase/MultiSeat/D00985.obj,./ResampledDatabase/Sign/m1682.obj,./ResampledDatabase/Shelf/m860.obj
./ResampledDatabase/City\D01101.obj,0.990329,0,0,0,./ResampledDatabase/Insect/D00895.obj,./ResampledDatabase/PlantIndoors/m1006.obj,./ResampledDatabase/PlantIndoors/m1012.obj,./ResampledDatabase/Tool/m591.obj,./ResampledDatabase/Tree/m1063.obj,./ResampledDatabase/Bird/m43.obj
./ResampledDatabase/City\D01103.obj,0.991296,0.166667,0.0714286,0.1,./ResampledDatabase/City/m1652.obj,./ResampledDatabase/Starship/m1371.obj,./ResampledDatabase/Humanoid/m179.obj,./ResampledDatabase/Starship/m1366.obj,./ResampledDatabase/Rocket/D00585.obj,./ResampledDatabase/Humanoid/m171.obj
./ResampledDatabase/City\D01173.obj,0.991296,0.166667,0.0714286,0.1,./ResampledDatabase/City/m1660.obj,./ResampledDatabase/Jet/m1155.obj,./ResampledDatabase/Biplane/m1146.obj,./ResampledDatabase/Helicopter/m1326.obj,./ResampledDatabase/Jet/m1161.obj,./ResampledDatabase/Biplane/m1144.obj
