Class,File,BaryX,BaryY,BaryZ,LargeEig,SmallEig
"./ResampledDatabase/ComputerKeyboard",D00197.obj,-0.0065996,-0.0219762,-0.0233889,1.66962,0.00400997
"./ResampledDatabase/ComputerKeyboard",D00278.obj,-0.00664647,-0.00198892,-0.00361364,0.310893,0.000562852
"./ResampledDatabase/ComputerKeyboard",D00360.obj,-0.0105194,-0.0162741,0.011122,0.0162275,9.06581e-06
"./ResampledDatabase/ComputerKeyboard",D00382.obj,0.000414118,-0.00879985,0.0150163,0.0218341,3.08427e-05
"./ResampledDatabase/ComputerKeyboard",D00420.obj,0.123833,-0.00879844,0.0342454,0.0398837,0.00024935
"./ResampledDatabase/ComputerKeyboard",D00493.obj,-0.00624416,0.00636928,0.00112409,0.312462,0.000861366
"./ResampledDatabase/ComputerKeyboard",D00525.obj,0.0076248,0.00212113,-0.0118355,170.115,0.00913232
"./ResampledDatabase/ComputerKeyboard",D00569.obj,-0.00592891,-0.00724049,-0.0205593,0.345628,0.000436232
"./ResampledDatabase/ComputerKeyboard",D00597.obj,-0.00767378,-0.00161647,0.0211837,0.0067751,4.02133e-06
"./ResampledDatabase/ComputerKeyboard",D00600.obj,-0.0505781,-0.00443606,-0.00979111,0.38282,0.000634918
"./ResampledDatabase/ComputerKeyboard",D00627.obj,-0.028072,-0.0132748,0.0277749,0.0158786,2.65373e-05
"./ResampledDatabase/ComputerKeyboard",D00654.obj,-0.0292821,-0.0162352,0.0277929,0.334978,0.00251181
"./ResampledDatabase/ComputerKeyboard",D00673.obj,-0.00729269,-0.0314623,-0.0171621,0.318332,0.000923746
"./ResampledDatabase/ComputerKeyboard",D00676.obj,-0.0413122,-0.0216598,0.000757445,2.60309,0.00940525
"./ResampledDatabase/ComputerKeyboard",D00692.obj,-0.0235779,0.00256411,0.00951684,0.29801,0.000263234
"./ResampledDatabase/ComputerKeyboard",D00805.obj,-0.0108151,-0.00373418,-0.0272001,2068.98,8.06805
"./ResampledDatabase/ComputerKeyboard",D00905.obj,-0.02773,-0.0153992,0.0103333,0.36023,0.00078021
"./ResampledDatabase/ComputerKeyboard",D00990.obj,-0.0400111,-0.0115078,0.0288327,0.343278,0.00036437
"./ResampledDatabase/Cup",D00035.obj,0.00464548,-0.0227969,0.0562751,0.195981,0.194202
"./ResampledDatabase/Cup",D00067.obj,0.163476,-0.0013782,0.000249415,0.369139,0.038841
"./ResampledDatabase/Cup",D00174.obj,-0.0114765,-0.00220257,0.000391271,0.287244,0.0441336
"./ResampledDatabase/Cup",D00206.obj,0.0778369,-0.00227799,-0.0098876,0.455545,0.194241
"./ResampledDatabase/Cup",D00214.obj,-0.181179,-0.00625284,0.000729798,0.357242,0.209667
"./ResampledDatabase/Cup",D00270.obj,0.1227,-0.000203836,-0.00184416,0.40634,0.0654145
"./ResampledDatabase/Cup",D00328.obj,0.027372,0.00014558,-0.00143625,0.421511,0.0471552
"./ResampledDatabase/Cup",D00355.obj,0.162146,-0.0181164,-0.00288864,0.253,0.00967031
"./ResampledDatabase/Cup",D00363.obj,-0.107885,-0.00204148,0.00175654,0.0639741,0.0138651
"./ResampledDatabase/Cup",D00457.obj,-0.19284,-0.00864911,-0.0133708,0.316522,0.0208777
"./ResampledDatabase/Cup",D00463.obj,-0.178276,-0.000912535,-0.000364976,0.532363,0.162418
"./ResampledDatabase/Cup",D00519.obj,-0.18986,-0.000185841,-0.0010303,0.521581,0.0422169
"./ResampledDatabase/Cup",D00550.obj,0.131015,-0.0116171,-0.00405342,0.241085,0.0396469
"./ResampledDatabase/Cup",D00587.obj,0.127261,-0.0042404,-0.0129159,0.259047,0.0369186
"./ResampledDatabase/Cup",D00638.obj,0.187304,-0.00352529,-0.00864807,0.270706,0.048207
"./ResampledDatabase/Cup",D00642.obj,-0.0397353,0.000720665,-0.00052641,0.304583,0.0208208
"./ResampledDatabase/Cup",D00738.obj,-0.0206006,-0.00402696,0.00178871,0.302085,0.0700995
"./ResampledDatabase/Cup",D00843.obj,0.0507509,-0.00271699,4.45704e-05,0.177898,0.0200915
"./ResampledDatabase/Cup",D00874.obj,0.106029,-0.00589754,-0.0119403,0.364784,0.162028
"./ResampledDatabase/Cup",D00882.obj,0.117602,-0.000969389,-0.00181553,0.327721,0.0922062
"./ResampledDatabase/Cup",m494.obj,0.210863,0.000363771,-0.00208715,0.39366,0.0389409
"./ResampledDatabase/Cup",m495.obj,-0.286472,-0.000160528,-0.0044136,0.492087,0.111021
"./ResampledDatabase/Cup",m496.obj,0.118355,-0.000128317,-0.00226062,0.414574,0.123548
"./ResampledDatabase/Cup",m499.obj,-0.373643,-0.00829215,-0.00313494,0.414212,0.11046
"./ResampledDatabase/Cup",m500.obj,-0.212348,0.00687879,-0.00276366,0.476228,0.238985
"./ResampledDatabase/Cup",m501.obj,0.158699,-0.00279754,0.00399526,0.425492,0.131263
"./ResampledDatabase/Cup",m526.obj,-0.0147808,-0.0805994,-0.000429273,0.22513,0.0875513
"./ResampledDatabase/DeskLamp",D00048.obj,-0.0393057,-0.103029,-0.00383431,0.227518,0.0890681
"./ResampledDatabase/DeskLamp",D00090.obj,0.105376,0.113305,-0.00653389,0.197568,0.00402042
"./ResampledDatabase/DeskLamp",D00147.obj,-0.0330725,-0.129329,-0.00131114,0.59133,0.00870442
"./ResampledDatabase/DeskLamp",D00257.obj,0.198259,-0.0297126,-0.00159503,0.292731,0.0333365
"./ResampledDatabase/DeskLamp",D00268.obj,0.0362711,-0.0415901,-0.000310035,0.592957,0.00153629
"./ResampledDatabase/DeskLamp",D00330.obj,0.344875,-0.123122,0.00535244,0.0804306,0.00715719
"./ResampledDatabase/DeskLamp",D00378.obj,-0.129704,0.000135767,-0.0009886,0.542402,0.0329388
"./ResampledDatabase/DeskLamp",D00435.obj,-0.077814,-0.00852776,0.0105591,0.366284,0.0191798
"./ResampledDatabase/DeskLamp",D00455.obj,-0.165941,-0.0409312,-0.0244381,0.408524,0.00466583
"./ResampledDatabase/DeskLamp",D00531.obj,-0.0868187,0.0344438,-0.00039522,0.388484,0.00656825
"./ResampledDatabase/DeskLamp",D00547.obj,-0.275875,-0.0129017,-0.000203886,0.170868,0.0164441
"./ResampledDatabase/DeskLamp",D00686.obj,0.0318328,-0.0175171,-0.000547974,0.470903,0.0160716
"./ResampledDatabase/DeskLamp",D00693.obj,-0.00347503,-0.00069815,-0.0123653,0.591965,0.0197333
"./ResampledDatabase/DeskLamp",D00698.obj,-0.149777,-0.000935601,-0.0174543,0.499008,0.0309973
"./ResampledDatabase/DeskLamp",D00715.obj,-0.224318,0.0244667,-0.00175452,0.629502,0.0356389
"./ResampledDatabase/DeskLamp",D00744.obj,0.0584374,-0.00846054,0.00514486,0.374478,0.00446236
"./ResampledDatabase/DeskLamp",D00759.obj,-0.051902,-0.0436607,0.00168024,0.178578,0.00949388
"./ResampledDatabase/DeskLamp",D00776.obj,0.0928721,-0.0631278,-0.00101304,0.540715,0.0145379
"./ResampledDatabase/DeskLamp",D00797.obj,-0.00294187,-0.00238574,-0.00285787,0.349347,0.00538854
"./ResampledDatabase/DeskLamp",D00912.obj,-0.42794,0.0372869,0.000648647,0.530528,0.00921418
"./ResampledDatabase/DeskLamp",m603.obj,0.0869414,0.106067,-0.000499312,0.320085,0.0564815
"./ResampledDatabase/DeskLamp",m604.obj,0.125626,0.0949818,-0.000185699,0.455612,0.00916144
"./ResampledDatabase/DeskLamp",m605.obj,-0.248645,-0.00117257,0.00986511,0.656493,0.0436777
"./ResampledDatabase/DeskLamp",m606.obj,-0.0227552,-0.00213152,-0.00489912,0.643425,0.0366569
"./ResampledDatabase/DeskLamp",m608.obj,-0.0915021,-0.00750403,0.0113041,0.705389,0.10214
"./ResampledDatabase/DeskLamp",m609.obj,0.215662,0.0133937,-0.00033474,0.389288,0.00804391
"./ResampledDatabase/DeskLamp",m611.obj,-0.139765,-0.0208243,-0.000901548,0.512414,0.0350049
"./ResampledDatabase/DeskLamp",m613.obj,0.0635282,-0.00339784,0.00328914,0.636064,0.0108981
"./ResampledDatabase/DeskLamp",m614.obj,-0.110717,0.0910089,0.000249236,0.584775,0.0359713
"./ResampledDatabase/DeskLamp",m615.obj,0.195509,0.0354909,-0.000884415,0.374233,0.0107293
"./ResampledDatabase/DeskLamp",m616.obj,0.168334,0.00270272,-0.0109823,0.12257,0.00195016
"./ResampledDatabase/DeskPhone",D00118.obj,0.0286981,0.0163178,-0.00844562,0.285829,0.0045339
"./ResampledDatabase/DeskPhone",D00135.obj,-0.10631,-0.00445093,-0.00382956,0.174988,0.00489201
"./ResampledDatabase/DeskPhone",D00154.obj,-0.0189544,-0.0229011,0.0206675,0.129896,0.00101695
"./ResampledDatabase/DeskPhone",D00220.obj,-0.0832109,0.0325563,0.00569917,0.285032,0.0175662
"./ResampledDatabase/DeskPhone",D00316.obj,0.0433989,-0.0365673,0.0188571,0.0883403,0.00277276
"./ResampledDatabase/DeskPhone",D00318.obj,0.109485,0.0725407,0.122297,0.160613,0.020252
"./ResampledDatabase/DeskPhone",D00403.obj,-0.0436887,-0.0085029,-0.16043,0.184876,0.0173674
"./ResampledDatabase/DeskPhone",D00486.obj,-0.0052415,-0.0198484,-0.0589714,0.314606,0.0116361
"./ResampledDatabase/DeskPhone",D00511.obj,-0.15851,-0.0324155,-0.032799,0.196918,0.00538183
"./ResampledDatabase/DeskPhone",D00556.obj,-0.00763991,0.000917443,0.00579466,0.262407,0.0292044
"./ResampledDatabase/DeskPhone",D00576.obj,0.140165,-0.00125084,-0.0217724,0.110714,0.00340239
"./ResampledDatabase/DeskPhone",D00680.obj,-0.00218512,0.00326885,-0.0117581,0.33325,0.0303891
"./ResampledDatabase/DeskPhone",D00706.obj,-0.0146456,-0.0149036,-0.0543203,0.142867,0.00814076
"./ResampledDatabase/DeskPhone",D00773.obj,-0.220109,0.0321942,-0.0392338,0.16287,0.00170114
"./ResampledDatabase/DeskPhone",D00829.obj,-0.0174871,-0.0132522,0.0319033,0.173574,0.00794087
"./ResampledDatabase/DeskPhone",D00894.obj,0.0027645,0.0384897,0.0256297,0.254659,0.0424803
"./ResampledDatabase/DeskPhone",D00897.obj,0.0298674,0.00288593,-0.0142615,0.253846,0.00557471
"./ResampledDatabase/DeskPhone",D00899.obj,0.0664237,0.0726101,-0.00841068,0.204947,0.00145882
"./ResampledDatabase/DeskPhone",D00957.obj,0.104806,-0.0255757,-0.0229958,0.108958,0.00277257
"./ResampledDatabase/DeskPhone",D00958.obj,0.000174839,-0.040036,-0.0457377,0.245915,0.00510512
"./ResampledDatabase/Door",D01005.obj,-0.123108,-0.0150515,-0.00863451,0.0479714,0.000113526
"./ResampledDatabase/Door",D01029.obj,-0.0044304,0.00592996,0.0666178,0.291807,0.00538897
"./ResampledDatabase/Door",D01052.obj,0.000296591,0.00464397,-0.00824473,0.37212,0.0122801
"./ResampledDatabase/Door",D01058.obj,-0.0113536,-0.00772027,0.0106299,0.350401,0.00273952
"./ResampledDatabase/Door",D01062.obj,-0.0378983,0.00815261,-0.000398017,0.337259,0.00089419
"./ResampledDatabase/Door",D01076.obj,-0.0143119,-0.00384475,-9.59299e-05,0.292843,0.00096941
"./ResampledDatabase/Door",D01104.obj,-0.00268865,-0.00139547,-0.0105684,0.383302,0.000358354
"./ResampledDatabase/Door",D01114.obj,0.00338411,0.00903341,9.26064e-05,0.285831,0.00426565
"./ResampledDatabase/Door",D01121.obj,-0.00568944,-0.00573953,-0.000343652,0.327109,0.000707708
"./ResampledDatabase/Door",D01129.obj,-0.00376118,-0.00443486,-0.00332016,0.29405,0.00108519
"./ResampledDatabase/Door",D01136.obj,0.0138902,0.00159825,-0.0176695,0.282037,0.00217143
"./ResampledDatabase/Door",D01139.obj,-0.183981,-0.0578207,0.0147566,0.27237,2.18947e-05
"./ResampledDatabase/Door",D01141.obj,-0.00800041,0.00156875,-0.00520035,0.356842,0.00170272
"./ResampledDatabase/Door",D01143.obj,-0.00891502,-0.00116404,-0.0229812,0.32443,0.000152256
"./ResampledDatabase/Door",D01155.obj,-0.000889741,-0.0298749,0.0193405,0.377969,0.00445175
"./ResampledDatabase/Door",D01158.obj,-0.00358259,-0.00183594,-0.0218313,0.35484,0.00179245
"./ResampledDatabase/Door",D01167.obj,-0.00309761,-0.00470234,-0.00056861,0.332848,0.000844258
"./ResampledDatabase/Door",D01177.obj,-0.0197497,-0.00825531,4.68271e-05,0.315704,0.000712747
"./ResampledDatabase/Door",D01194.obj,-0.0369635,-0.0183991,0.000470194,0.283066,7.22808e-05
"./ResampledDatabase/Door",m1707.obj,-3.62712e-05,0.00563439,0.0666713,0.291807,0.00538897
"./ResampledDatabase/Door",m1708.obj,-0.00187837,-0.002946,-0.000495876,0.327109,0.000707708
"./ResampledDatabase/Door",m1710.obj,-0.00900723,0.000579901,-0.000158479,0.294651,0.000571274
"./ResampledDatabase/Door",m1711.obj,-0.0813747,-0.000552964,-0.00169085,0.302121,0.000891968
"./ResampledDatabase/Door",m1712.obj,-0.00859539,-0.00319813,-0.00079877,0.292843,0.000969396
"./ResampledDatabase/Door",m1713.obj,-0.123107,-0.0150515,-0.00863411,0.0479714,0.000113526
"./ResampledDatabase/Door",m1714.obj,0.00877108,-9.02098e-05,-0.00976392,0.383302,0.000358342
"./ResampledDatabase/Door",m1715.obj,-0.0102402,0.00227919,-0.00869559,0.37212,0.0122801
"./ResampledDatabase/Door",m1716.obj,-0.0141906,-0.00494201,-0.00511574,0.356842,0.00170266
"./ResampledDatabase/Door",m1717.obj,-0.00899866,0.00226811,0.00678021,0.350401,0.00273944
"./ResampledDatabase/Door",m1718.obj,-0.00657383,-0.00406645,-0.00362097,0.29405,0.00108519
"./ResampledDatabase/Door",m1720.obj,0.0130545,-0.000608335,-0.019665,0.282037,0.00217143
"./ResampledDatabase/Door",m1721.obj,0.00242913,-0.00863491,-0.0219001,0.35484,0.00179246
"./ResampledDatabase/Door",m1722.obj,-0.0210535,-0.018784,0.00055757,0.285831,0.00426564
"./ResampledDatabase/Door",m1723.obj,-0.0439944,0.0109994,-5.58785e-06,0.337259,0.000894187
"./ResampledDatabase/Door",m1724.obj,-0.0372417,0.000815919,-0.000704062,0.332847,0.000844251
"./ResampledDatabase/Door",m1725.obj,-0.142652,-0.0247061,-0.00697191,0.78719,0.00316157
"./ResampledDatabase/Door",m1726.obj,0.00579507,-0.0294145,0.0184825,0.377969,0.00445174
"./ResampledDatabase/Door",m1727.obj,0.00245501,-0.00854811,-0.00102978,0.164472,0.00218756
"./ResampledDatabase/Door",m1728.obj,-0.00681029,0.0203907,-0.0203316,0.366606,0.00272359
"./ResampledDatabase/Door",m1729.obj,-0.115664,-0.0116234,0.0301837,0.29901,0.00332078
"./ResampledDatabase/Door",m1730.obj,-0.115664,-0.0116234,0.0301837,0.29901,0.00332078
"./ResampledDatabase/Door",m1731.obj,-0.00533648,0.0143886,-0.0322143,0.454954,0.00238829
"./ResampledDatabase/Door",m1732.obj,0.00757419,0.0103856,-0.00103364,0.32808,0.00132589
"./ResampledDatabase/Drum",D00026.obj,0.091304,-0.0114194,0.00287033,0.0296002,0.0103465
"./ResampledDatabase/Drum",D00115.obj,-0.230272,-0.0302386,-0.0968915,0.274994,0.144547
"./ResampledDatabase/Drum",D00163.obj,-0.00665851,-0.0310324,-0.0137636,0.0635047,0.0260018
"./ResampledDatabase/Drum",D00189.obj,-0.0566616,-0.0145817,-0.00773815,0.394465,0.0735992
"./ResampledDatabase/Drum",D00193.obj,-0.0386783,-0.0105958,-0.0080315,0.481101,0.152774
"./ResampledDatabase/Drum",D00297.obj,0.0716292,0.107271,-0.000901791,0.0352234,0.0189472
"./ResampledDatabase/Drum",D00298.obj,-0.0431549,-0.0050555,-0.0103165,0.29848,0.12212
"./ResampledDatabase/Drum",D00308.obj,-0.00690065,-0.0126639,0.141778,0.267288,0.22076
"./ResampledDatabase/Drum",D00375.obj,0.000886098,-0.0358483,-0.00013869,0.243656,0.157352
"./ResampledDatabase/Drum",D00383.obj,-0.0194232,-0.0161949,0.141813,0.16388,0.130389
"./ResampledDatabase/Drum",D00404.obj,-0.07722,-0.0111144,-0.00754978,0.427957,0.212147
"./ResampledDatabase/Drum",D00551.obj,-0.0329639,-0.0258902,-0.0354029,0.34655,0.091356
"./ResampledDatabase/Drum",D00557.obj,-0.0801005,-0.210702,-0.0237106,0.346337,0.230634
"./ResampledDatabase/Drum",D00596.obj,0.0266922,-0.00315642,-0.00325012,0.51314,0.110616
"./ResampledDatabase/Drum",D00709.obj,-0.084443,-0.119986,0.265497,0.146751,0.055224
"./ResampledDatabase/Drum",D00939.obj,0.029253,0.000214112,-0.00616807,0.0104014,0.00531021
"./ResampledDatabase/Drum",D00951.obj,-0.0355006,-0.0501578,0.109586,0.0327925,0.00370196
"./ResampledDatabase/Drum",D00980.obj,-0.109215,-0.0430567,-0.0263128,0.097515,0.0393871
"./ResampledDatabase/Drum",D00982.obj,-0.016035,-0.00773759,-0.00926007,0.295838,0.0248739
"./ResampledDatabase/Fish",D00012.obj,-0.088977,0.0160706,-0.000218176,0.279814,0.0103337
"./ResampledDatabase/Fish",D00022.obj,-0.122219,0.0264226,-0.000249143,0.231734,0.00886714
"./ResampledDatabase/Fish",D00024.obj,-0.114258,0.0258035,-0.000614881,0.267806,0.00939983
"./ResampledDatabase/Fish",D00030.obj,-0.149899,0.00522054,-0.000508541,0.248333,0.00915095
"./ResampledDatabase/Fish",D00142.obj,-0.120109,0.032669,-0.000889737,0.232972,0.0108528
"./ResampledDatabase/Fish",D00165.obj,-0.106075,0.0305645,-1.00014e-05,0.269211,0.0107417
"./ResampledDatabase/Fish",D00251.obj,-0.144909,-0.00522864,-0.000650133,0.22515,0.0276352
"./ResampledDatabase/Fish",D00293.obj,-0.0859035,0.00591717,-0.00109584,0.235689,0.0122869
"./ResampledDatabase/Fish",D00351.obj,-0.122424,0.0105653,-0.0001946,0.249712,0.00784216
"./ResampledDatabase/Fish",D00398.obj,0.108698,0.0134542,-4.68572e-05,0.21819,0.0126357
"./ResampledDatabase/Fish",D00450.obj,-0.121003,0.0110704,-0.000604232,0.224502,0.014376
"./ResampledDatabase/Fish",D00535.obj,-0.123691,-0.00677255,-0.000269634,0.240863,0.0117356
"./ResampledDatabase/Fish",D00633.obj,-0.0890426,-0.039768,-0.000536354,0.270954,0.00808195
"./ResampledDatabase/Fish",D00636.obj,-0.119398,-0.00273732,-0.000264438,0.259344,0.0119652
"./ResampledDatabase/Fish",D00643.obj,-0.153295,-0.0422656,-7.01817e-05,0.264802,0.0132282
"./ResampledDatabase/Fish",D00682.obj,-0.0764412,-0.0149763,-0.000642011,0.26271,0.00649537
"./ResampledDatabase/Fish",D00748.obj,0.086328,-0.0153261,-0.00510901,0.263795,0.00741757
"./ResampledDatabase/Fish",D00763.obj,-0.105057,-0.0538487,-9.50041e-05,0.23907,0.0170487
"./ResampledDatabase/Fish",D00850.obj,-0.103084,0.028382,-0.000760569,0.24645,0.0169683
"./ResampledDatabase/Fish",D00950.obj,-0.126839,0.0140985,-0.00086282,0.255165,0.0159946
"./ResampledDatabase/FloorLamp",D00028.obj,0.260077,-0.000141619,-0.000432403,0.264026,0.0751634
"./ResampledDatabase/FloorLamp",D00093.obj,-0.268223,-0.00207533,-0.00133911,0.145801,0.1219
"./ResampledDatabase/FloorLamp",D00186.obj,-0.00411213,-0.00575734,0.0138932,0.0895648,0.0237656
"./ResampledDatabase/FloorLamp",D00211.obj,0.133037,-0.018101,0.00299711,0.0992876,0.00402735
"./ResampledDatabase/FloorLamp",D00228.obj,-0.205138,-0.00203018,-0.00310816,0.236348,0.086131
"./ResampledDatabase/FloorLamp",D00388.obj,0.153218,-0.0108669,-0.00378707,0.250552,0.159561
"./ResampledDatabase/FloorLamp",D00400.obj,-0.0874203,-0.0222875,-0.00405953,0.161274,0.0133111
"./ResampledDatabase/FloorLamp",D00408.obj,-0.221957,0.00115838,-0.00256316,0.202021,0.15872
"./ResampledDatabase/FloorLamp",D00447.obj,0.0849196,-0.00257465,-0.00264366,0.364624,0.116132
"./ResampledDatabase/FloorLamp",D00495.obj,0.176147,0.0197575,0.00469293,0.402209,0.0306584
"./ResampledDatabase/FloorLamp",D00563.obj,0.16071,-0.00697228,-0.0255393,0.142275,0.0371837
"./ResampledDatabase/FloorLamp",D00580.obj,-0.0245702,-0.0376813,0.00470612,0.374182,0.023415
"./ResampledDatabase/FloorLamp",D00740.obj,-0.241772,-0.00305253,0.000339672,0.327709,0.0882072
"./ResampledDatabase/FloorLamp",D00856.obj,0.115992,-0.00559876,-0.00350491,0.297303,0.022764
"./ResampledDatabase/FloorLamp",D00875.obj,-0.12776,-0.0130718,-0.00774551,0.183676,0.0221851
"./ResampledDatabase/FloorLamp",D00876.obj,-0.22586,-0.0231848,-0.0204415,0.342676,0.0843198
"./ResampledDatabase/FloorLamp",D00888.obj,-0.177641,-0.00095521,0.000807942,0.356862,0.0601728
"./ResampledDatabase/FloorLamp",D00924.obj,-0.108392,-0.00673453,-0.00600499,0.168183,0.00982464
"./ResampledDatabase/FloorLamp",D00955.obj,-0.158347,-0.00408675,-0.00134477,0.0820249,0.00432047
"./ResampledDatabase/FloorLamp",D00981.obj,0.203303,-0.00812413,-0.00104351,0.281989,0.0703897
"./ResampledDatabase/FloorLamp",m617.obj,-0.240305,0.0217637,0.0183276,0.348288,0.0248774
"./ResampledDatabase/FloorLamp",m618.obj,0.0732512,-0.000334155,-0.00250718,0.532121,0.00180761
"./ResampledDatabase/FloorLamp",m619.obj,-0.0137239,-0.00025452,-0.000167351,0.358447,0.00328378
"./ResampledDatabase/FloorLamp",m620.obj,-0.0521682,-0.00352621,-0.000835241,0.0796261,0.000373875
"./ResampledDatabase/FloorLamp",m621.obj,-0.0541895,-0.000198419,-6.85353e-05,0.559648,0.00235862
"./ResampledDatabase/FloorLamp",m623.obj,-0.09024,-0.000158814,-0.000855006,0.517795,0.00883447
"./ResampledDatabase/FloorLamp",m624.obj,0.0329607,-0.0737665,-0.000229855,0.447509,0.0021618
"./ResampledDatabase/Glasses",D00050.obj,0.00017851,0.350796,0.00903889,0.125901,0.00679943
"./ResampledDatabase/Glasses",D00201.obj,0.012008,-0.0498867,-0.0606742,0.168426,0.00902092
"./ResampledDatabase/Glasses",D00225.obj,-0.00240748,0.131961,-0.0204625,0.520907,0.0133512
"./ResampledDatabase/Glasses",D00432.obj,-0.00572457,0.0674351,-0.00434307,0.383913,0.00411906
"./ResampledDatabase/Glasses",D00475.obj,0.00430364,0.178588,-0.0597802,0.275741,0.0337582
"./ResampledDatabase/Glasses",D00507.obj,0.000178394,0.350797,0.00903899,0.125901,0.00679945
"./ResampledDatabase/Glasses",D00560.obj,6.55563e-05,0.0813336,-0.0683095,0.540423,0.0105692
"./ResampledDatabase/Glasses",D00575.obj,0.00127515,0.232664,0.0201149,0.13483,0.00311228
"./ResampledDatabase/Glasses",D00630.obj,-0.00838869,0.0896007,0.0300022,0.354281,0.0341016
"./ResampledDatabase/Glasses",D00640.obj,-0.00551596,0.425572,0.00819923,0.120368,0.00190807
"./ResampledDatabase/Glasses",D00656.obj,-0.00781799,0.216098,0.0285779,0.293252,0.0119155
"./ResampledDatabase/Glasses",D00660.obj,-0.0117184,0.442878,-0.00993027,0.145797,0.00227602
"./ResampledDatabase/Glasses",D00717.obj,0.021879,0.3233,0.00913677,0.269319,0.0254802
"./ResampledDatabase/Glasses",D00730.obj,0.134632,0.109567,0.0055585,0.292147,0.00705169
"./ResampledDatabase/Glasses",D00813.obj,-0.019088,0.133258,0.0506295,0.4413,0.0196847
"./ResampledDatabase/Glasses",D00816.obj,-0.0102395,0.406586,0.0128161,0.127695,0.00150107
"./ResampledDatabase/Glasses",D00877.obj,0.0763472,-0.00657766,0.0468711,0.357404,0.0161449
"./ResampledDatabase/Glasses",D00883.obj,-0.00911164,0.125971,0.0163736,0.303861,0.00435533
"./ResampledDatabase/Glasses",D00937.obj,-0.00187129,-0.0287303,0.00531549,0.335897,0.00764547
"./ResampledDatabase/Glasses",D00994.obj,0.0217838,-0.0299616,0.00403065,0.343939,0.0109549
"./ResampledDatabase/Guitar",D00023.obj,0.122418,0.0165542,0.00375781,0.436447,0.00154348
"./ResampledDatabase/Guitar",D00041.obj,0.0248727,0.00789949,-0.00832965,0.250031,0.000133356
"./ResampledDatabase/Guitar",D00076.obj,0.209753,0.00424116,-0.0029008,0.177826,0.000664664
"./ResampledDatabase/Guitar",D00097.obj,0.208476,-0.00301729,0.00360862,0.310438,0.00465817
"./ResampledDatabase/Guitar",D00124.obj,0.124712,-0.00204475,0.00165969,0.434142,0.00111999
"./ResampledDatabase/Guitar",D00222.obj,0.0589882,7.29014e-05,-0.0118935,0.203343,0.00397814
"./ResampledDatabase/Guitar",D00232.obj,0.0238665,-0.0113762,0.00818768,0.177762,0.00043487
"./ResampledDatabase/Guitar",D00335.obj,0.135068,-0.00594071,0.000968724,0.184164,0.0015784
"./ResampledDatabase/Guitar",D00374.obj,0.130529,0.000316009,0.0139058,0.309567,0.00157654
"./ResampledDatabase/Guitar",D00414.obj,0.0993037,-0.00217431,-0.00723735,0.299297,0.00532341
"./ResampledDatabase/Guitar",D00416.obj,0.207494,0.00286035,0.00586089,0.346124,0.00224819
"./ResampledDatabase/Guitar",D00461.obj,-0.0305017,0.00402007,-0.0112085,0.351465,0.000306425
"./ResampledDatabase/Guitar",D00464.obj,0.153033,0.00196573,0.0102203,0.422625,0.00450439
"./ResampledDatabase/Guitar",D00494.obj,0.177609,0.0184159,0.012036,0.26019,0.000662384
"./ResampledDatabase/Guitar",D00534.obj,0.168579,-0.000437443,0.00493019,0.329929,0.00435415
"./ResampledDatabase/Guitar",D00549.obj,0.0480626,-0.0227228,0.0127437,0.322604,0.000368896
"./ResampledDatabase/Guitar",D00645.obj,0.147245,0.0190591,-0.00858074,0.206867,0.00187431
"./ResampledDatabase/Guitar",D00655.obj,-0.17866,-0.0338185,-0.00147078,0.305438,5.49231e-05
"./ResampledDatabase/Guitar",D00844.obj,-0.158773,0.00446679,-0.00421468,0.261998,0.00704792
"./ResampledDatabase/Guitar",D00849.obj,0.0344782,-0.0288619,-0.0303364,0.274217,0.000888632
"./ResampledDatabase/Gun",D00103.obj,0.0640552,-0.00331458,-9.39517e-05,0.265485,0.0054422
"./ResampledDatabase/Gun",D00137.obj,-0.0187461,0.0351722,-2.81716e-05,0.205566,0.00269624
"./ResampledDatabase/Gun",D00140.obj,-0.148014,-0.0115856,-0.000479216,0.152238,0.00324871
"./ResampledDatabase/Gun",D00153.obj,-0.140447,-0.0789559,-0.00190683,0.311704,0.0044098
"./ResampledDatabase/Gun",D00161.obj,0.0368494,0.0362764,0.000726225,0.222573,0.00487027
"./ResampledDatabase/Gun",D00204.obj,0.020806,-0.0608353,-0.000812577,0.226082,0.00415607
"./ResampledDatabase/Gun",D00207.obj,-0.1318,-0.0458537,8.40073e-05,0.0844338,0.00125513
"./ResampledDatabase/Gun",D00209.obj,0.103596,0.0817286,-0.00272338,0.229238,0.00601045
"./ResampledDatabase/Gun",D00239.obj,0.107752,-0.00655824,-0.00126531,0.271131,0.000978042
"./ResampledDatabase/Gun",D00244.obj,0.0502441,-0.000160811,-0.000730927,0.282761,0.00865575
"./ResampledDatabase/Gun",D00282.obj,-0.11085,-0.0190525,-0.000682406,0.382499,0.00437728
"./ResampledDatabase/Gun",D00368.obj,-0.0962727,-0.0170745,-0.00139008,0.158454,0.00542214
"./ResampledDatabase/Gun",D00425.obj,0.0496369,0.0550374,-0.00157496,0.270274,0.00367693
"./ResampledDatabase/Gun",D00477.obj,-0.0635715,0.0149755,-0.000100532,0.381811,0.000845708
"./ResampledDatabase/Gun",D00606.obj,-0.0756766,0.0201252,-0.000768932,0.23223,0.00580275
