query,accuracy,precision,recall,f1, r1, r2, r3, r4, r5, r6
./ResampledDatabase/BuildingNonResidential\m410.obj,0.979794,0,0,0,./ResampledDatabase/Shelf/m857.obj,./ResampledDatabase/PianoBoard/D00075.obj,./ResampledDatabase/RectangleTable/m910.obj,./ResampledDatabase/PianoBoard/D00122.obj,./ResampledDatabase/Shelf/D00242.obj,./ResampledDatabase/Shelf/m850.obj
./ResampledDatabase/BuildingNonResidential\m412.obj,0.979794,0,0,0,./ResampledDatabase/Biplane/D00132.obj,./ResampledDatabase/Bird/m38.obj,./ResampledDatabase/Jet/m1288.obj,./ResampledDatabase/Monoplane/D00925.obj,./ResampledDatabase/Bird/D00438.obj,./ResampledDatabase/Bird/D00599.obj
./ResampledDatabase/BuildingNonResidential\m413.obj,0.980619,0.166667,0.0232558,0.0408163,./ResampledDatabase/BuildingNonResidential/m405.obj,./ResampledDatabase/PianoBoard/D00962.obj,./ResampledDatabase/Bookset/D01122.obj,./ResampledDatabase/PianoBoard/D00441.obj,./ResampledDatabase/Apartment/D00651.obj,./ResampledDatabase/Shelf/m859.obj
./ResampledDatabase/BuildingNonResidential\m414.obj,0.980619,0.166667,0.0232558,0.0408163,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/Computer/D01085.obj,./ResampledDatabase/Monitor/D00469.obj,./ResampledDatabase/Vase/m544.obj,./ResampledDatabase/BuildingNonResidential/m382.obj,./ResampledDatabase/Wheel/m741.obj
./ResampledDatabase/BuildingNonResidential\m415.obj,0.980619,0.166667,0.0232558,0.0408163,./ResampledDatabase/BuildingNonResidential/m383.obj,./ResampledDatabase/Starship/m1375.obj,./ResampledDatabase/Car/m1492.obj,./ResampledDatabase/MilitaryVehicle/D00778.obj,./ResampledDatabase/Drum/D00383.obj,./ResampledDatabase/Starship/m1381.obj
./ResampledDatabase/BuildingNonResidential\m416.obj,0.979794,0,0,0,./ResampledDatabase/PianoBoard/D00104.obj,./ResampledDatabase/Shelf/D00691.obj,./ResampledDatabase/Bookset/D01078.obj,./ResampledDatabase/Truck/D00287.obj,./ResampledDatabase/PianoBoard/D00623.obj,./ResampledDatabase/House/m453.obj
./ResampledDatabase/BuildingNonResidential\m418.obj,0.980619,0.166667,0.0232558,0.0408163,./ResampledDatabase/House/m461.obj,./ResampledDatabase/Shelf/m856.obj,./ResampledDatabase/BuildingNonResidential/m386.obj,./ResampledDatabase/Shelf/D00881.obj,./ResampledDatabase/Shelf/D00818.obj,./ResampledDatabase/Car/m1562.obj
./ResampledDatabase/BuildingNonResidential\m420.obj,0.979794,0,0,0,./ResampledDatabase/PianoBoard/D00718.obj,./ResampledDatabase/MilitaryVehicle/D00017.obj,./ResampledDatabase/HumanHead/D00610.obj,./ResampledDatabase/House/m441.obj,./ResampledDatabase/PianoBoard/D00332.obj,./ResampledDatabase/MultiSeat/D00607.obj
./ResampledDatabase/BuildingNonResidential\m470.obj,0.979794,0,0,0,./ResampledDatabase/Tool/m587.obj,./ResampledDatabase/Tree/D00456.obj,./ResampledDatabase/PlantWildNonTree/m978.obj,./ResampledDatabase/Tree/m1089.obj,./ResampledDatabase/PlantWildNonTree/m980.obj,./ResampledDatabase/Sword/D00484.obj
./ResampledDatabase/BuildingNonResidential\m471.obj,0.979794,0,0,0,./ResampledDatabase/Chess/D01049.obj,./ResampledDatabase/Chess/m1612.obj,./ResampledDatabase/Bottle/m484.obj,./ResampledDatabase/Chess/D01045.obj,./ResampledDatabase/Bottle/m487.obj,./ResampledDatabase/Bottle/m483.obj
./ResampledDatabase/BuildingNonResidential\m472.obj,0.979794,0,0,0,./ResampledDatabase/Vase/m531.obj,./ResampledDatabase/Chess/D01045.obj,./ResampledDatabase/Chess/m1599.obj,./ResampledDatabase/DeskLamp/m605.obj,./ResampledDatabase/Chess/m1612.obj,./ResampledDatabase/FloorLamp/D00028.obj
./ResampledDatabase/BuildingNonResidential\m474.obj,0.979794,0,0,0,./ResampledDatabase/Tree/m1068.obj,./ResampledDatabase/NonWheelChair/m800.obj,./ResampledDatabase/Insect/m24.obj,./ResampledDatabase/Insect/m18.obj,./ResampledDatabase/Motorcycle/D00395.obj,./ResampledDatabase/RectangleTable/m763.obj
./ResampledDatabase/BuildingNonResidential\m475.obj,0.979794,0,0,0,./ResampledDatabase/Bird/D00922.obj,./ResampledDatabase/Motorcycle/D00594.obj,./ResampledDatabase/Bicycle/D00567.obj,./ResampledDatabase/RoundTable/D00649.obj,./ResampledDatabase/Monitor/D00444.obj,./ResampledDatabase/Bicycle/D00931.obj
./ResampledDatabase/BuildingNonResidential\m477.obj,0.979794,0,0,0,./ResampledDatabase/RectangleTable/m875.obj,./ResampledDatabase/House/m431.obj,./ResampledDatabase/City/D01091.obj,./ResampledDatabase/Cellphone/D00079.obj,./ResampledDatabase/RectangleTable/m881.obj,./ResampledDatabase/Biplane/D00199.obj
./ResampledDatabase/BuildingNonResidential\m478.obj,0.979794,0,0,0,./ResampledDatabase/Insect/m14.obj,./ResampledDatabase/RectangleTable/m906.obj,./ResampledDatabase/Door/D01029.obj,./ResampledDatabase/Tree/m1098.obj,./ResampledDatabase/Door/m1707.obj,./ResampledDatabase/Bird/D00625.obj
./ResampledDatabase/BuildingNonResidential\m479.obj,0.979794,0,0,0,./ResampledDatabase/NonWheelChair/D00928.obj,./ResampledDatabase/Jet/m1245.obj,./ResampledDatabase/NonWheelChair/m807.obj,./ResampledDatabase/Jet/m1291.obj,./ResampledDatabase/Insect/m13.obj,./ResampledDatabase/Biplane/m1134.obj
./ResampledDatabase/BuildingNonResidential\m481.obj,0.979794,0,0,0,./ResampledDatabase/Ship/m1460.obj,./ResampledDatabase/Starship/m1353.obj,./ResampledDatabase/Insect/m8.obj,./ResampledDatabase/Jet/m1234.obj,./ResampledDatabase/Quadruped/m278.obj,./ResampledDatabase/Insect/D00430.obj
./ResampledDatabase/Bus\D00084.obj,0.990103,0.166667,0.05,0.0769231,./ResampledDatabase/Bus/D00264.obj,./ResampledDatabase/Ship/D00539.obj,./ResampledDatabase/Truck/D00987.obj,./ResampledDatabase/DeskPhone/D00957.obj,./ResampledDatabase/Truck/D00835.obj,./ResampledDatabase/Bicycle/D00930.obj
./ResampledDatabase/Bus\D00114.obj,0.989278,0,0,0,./ResampledDatabase/ClassicPiano/D00314.obj,./ResampledDatabase/Drum/D00982.obj,./ResampledDatabase/Bookset/D01190.obj,./ResampledDatabase/Bookset/D01110.obj,./ResampledDatabase/TruckNonContainer/D00143.obj,./ResampledDatabase/Bookset/D01013.obj
./ResampledDatabase/Bus\D00151.obj,0.989278,0,0,0,./ResampledDatabase/TruckNonContainer/D00783.obj,./ResampledDatabase/Truck/D00303.obj,./ResampledDatabase/Violin/D00993.obj,./ResampledDatabase/Train/D01149.obj,./ResampledDatabase/Spoon/D00669.obj,./ResampledDatabase/Truck/D00047.obj
./ResampledDatabase/Bus\D00179.obj,0.990928,0.333333,0.1,0.153846,./ResampledDatabase/Train/D01061.obj,./ResampledDatabase/Truck/D00518.obj,./ResampledDatabase/Truck/D00926.obj,./ResampledDatabase/ClassicPiano/D00233.obj,./ResampledDatabase/Bus/D00823.obj,./ResampledDatabase/Bus/D00448.obj
./ResampledDatabase/Bus\D00182.obj,0.989278,0,0,0,./ResampledDatabase/Motorcycle/m1482.obj,./ResampledDatabase/Motorcycle/D00703.obj,./ResampledDatabase/Motorcycle/D00886.obj,./ResampledDatabase/ComputerKeyboard/D00990.obj,./ResampledDatabase/ComputerKeyboard/D00600.obj,./ResampledDatabase/Humanoid/m219.obj
./ResampledDatabase/Bus\D00264.obj,0.989278,0,0,0,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Car/D00803.obj,./ResampledDatabase/House/D00574.obj,./ResampledDatabase/Car/m1556.obj,./ResampledDatabase/Car/D00671.obj,./ResampledDatabase/Glasses/D00816.obj
./ResampledDatabase/Bus\D00411.obj,0.989278,0,0,0,./ResampledDatabase/Truck/D00947.obj,./ResampledDatabase/TruckNonContainer/D00879.obj,./ResampledDatabase/Truck/D00406.obj,./ResampledDatabase/Truck/D00287.obj,./ResampledDatabase/Drum/D00189.obj,./ResampledDatabase/Car/m1560.obj
./ResampledDatabase/Bus\D00436.obj,0.989278,0,0,0,./ResampledDatabase/BuildingNonResidential/m395.obj,./ResampledDatabase/House/D00965.obj,./ResampledDatabase/Mug/D00825.obj,./ResampledDatabase/Bookset/D01038.obj,./ResampledDatabase/Vase/m545.obj,./ResampledDatabase/Mug/D00770.obj
./ResampledDatabase/Bus\D00446.obj,0.990103,0.166667,0.05,0.0769231,./ResampledDatabase/Truck/D00804.obj,./ResampledDatabase/Truck/D00406.obj,./ResampledDatabase/Train/m1580.obj,./ResampledDatabase/TruckNonContainer/D00252.obj,./ResampledDatabase/ClassicPiano/D00009.obj,./ResampledDatabase/Bus/D00516.obj
./ResampledDatabase/Bus\D00448.obj,0.990103,0.166667,0.05,0.0769231,./ResampledDatabase/TruckNonContainer/D00608.obj,./ResampledDatabase/TruckNonContainer/D00266.obj,./ResampledDatabase/Truck/D00003.obj,./ResampledDatabase/Truck/D00947.obj,./ResampledDatabase/Bus/D00179.obj,./ResampledDatabase/Train/D01061.obj
./ResampledDatabase/Bus\D00483.obj,0.989278,0,0,0,./ResampledDatabase/HumanHead/D00013.obj,./ResampledDatabase/Truck/D00029.obj,./ResampledDatabase/ClassicPiano/D00092.obj,./ResampledDatabase/Train/D01061.obj,./ResampledDatabase/TruckNonContainer/D00619.obj,./ResampledDatabase/Train/D01047.obj
./ResampledDatabase/Bus\D00516.obj,0.990103,0.166667,0.05,0.0769231,./ResampledDatabase/Train/m1580.obj,./ResampledDatabase/Bus/D00857.obj,./ResampledDatabase/Train/D01031.obj,./ResampledDatabase/MultiSeat/D00273.obj,./ResampledDatabase/MultiSeat/D00146.obj,./ResampledDatabase/Car/D00976.obj
./ResampledDatabase/Bus\D00677.obj,0.989278,0,0,0,./ResampledDatabase/Bicycle/D00536.obj,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Truck/D00835.obj,./ResampledDatabase/Sword/D00812.obj,./ResampledDatabase/Ship/D00429.obj,./ResampledDatabase/ComputerKeyboard/D00420.obj
./ResampledDatabase/Bus\D00754.obj,0.989278,0,0,0,./ResampledDatabase/Truck/D00010.obj,./ResampledDatabase/TruckNonContainer/D00267.obj,./ResampledDatabase/TruckNonContainer/D00275.obj,./ResampledDatabase/TruckNonContainer/D00619.obj,./ResampledDatabase/Train/D01047.obj,./ResampledDatabase/Truck/D00926.obj
./ResampledDatabase/Bus\D00769.obj,0.990928,0.333333,0.1,0.153846,./ResampledDatabase/Truck/D00112.obj,./ResampledDatabase/Truck/D00518.obj,./ResampledDatabase/Bus/D00179.obj,./ResampledDatabase/ClassicPiano/D00233.obj,./ResampledDatabase/Bus/D00448.obj,./ResampledDatabase/Truck/D00303.obj
./ResampledDatabase/Bus\D00775.obj,0.989278,0,0,0,./ResampledDatabase/TruckNonContainer/D00055.obj,./ResampledDatabase/Drum/D00551.obj,./ResampledDatabase/Drum/D00308.obj,./ResampledDatabase/Bookset/D01183.obj,./ResampledDatabase/Bookset/D01050.obj,./ResampledDatabase/Bookset/D01030.obj
./ResampledDatabase/Bus\D00815.obj,0.989278,0,0,0,./ResampledDatabase/HumanHead/D00591.obj,./ResampledDatabase/ClassicPiano/D00120.obj,./ResampledDatabase/Truck/m1575.obj,./ResampledDatabase/MultiSeat/D00273.obj,./ResampledDatabase/Hat/m1634.obj,./ResampledDatabase/Train/m1580.obj
./ResampledDatabase/Bus\D00823.obj,0.990928,0.333333,0.1,0.153846,./ResampledDatabase/Truck/D00926.obj,./ResampledDatabase/Bus/D00179.obj,./ResampledDatabase/TruckNonContainer/D00266.obj,./ResampledDatabase/Truck/D00518.obj,./ResampledDatabase/Train/D01061.obj,./ResampledDatabase/Bus/D00448.obj
./ResampledDatabase/Bus\D00832.obj,0.989278,0,0,0,./ResampledDatabase/HumanHead/D00653.obj,./ResampledDatabase/Hat/m1634.obj,./ResampledDatabase/HumanHead/D00910.obj,./ResampledDatabase/MilitaryVehicle/D00272.obj,./ResampledDatabase/HumanHead/m342.obj,./ResampledDatabase/Car/D00724.obj
./ResampledDatabase/Bus\D00857.obj,0.990928,0.333333,0.1,0.153846,./ResampledDatabase/Bus/D00516.obj,./ResampledDatabase/TruckNonContainer/D00252.obj,./ResampledDatabase/Bus/D00446.obj,./ResampledDatabase/ComputerKeyboard/D00676.obj,./ResampledDatabase/Truck/D00406.obj,./ResampledDatabase/Train/m1580.obj
./ResampledDatabase/Car\D00168.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/Cup/D00328.obj,./ResampledDatabase/Car/m1490.obj,./ResampledDatabase/Cellphone/D00559.obj,./ResampledDatabase/Car/m1517.obj,./ResampledDatabase/Humanoid/m167.obj,./ResampledDatabase/Ship/D00896.obj
./ResampledDatabase/Car\D00236.obj,0.961237,0,0,0,./ResampledDatabase/Tree/D00810.obj,./ResampledDatabase/PlantWildNonTree/m988.obj,./ResampledDatabase/Sword/m692.obj,./ResampledDatabase/MultiSeat/D00263.obj,./ResampledDatabase/Sword/D00071.obj,./ResampledDatabase/PlantWildNonTree/m974.obj
./ResampledDatabase/Car\D00260.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/MilitaryVehicle/D00272.obj,./ResampledDatabase/Car/D00976.obj,./ResampledDatabase/Car/D00724.obj,./ResampledDatabase/MilitaryVehicle/D00173.obj,./ResampledDatabase/Truck/D00002.obj,./ResampledDatabase/MilitaryVehicle/D00577.obj
./ResampledDatabase/Car\D00265.obj,0.964536,0.666667,0.0454545,0.0851064,./ResampledDatabase/NonWheelChair/m789.obj,./ResampledDatabase/Car/m1531.obj,./ResampledDatabase/Car/D00541.obj,./ResampledDatabase/Car/m1542.obj,./ResampledDatabase/Car/m1553.obj,./ResampledDatabase/Computer/m1766.obj
./ResampledDatabase/Car\D00299.obj,0.961237,0,0,0,./ResampledDatabase/Sword/m709.obj,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Helicopter/D00471.obj,./ResampledDatabase/Ship/D00429.obj,./ResampledDatabase/DeskLamp/D00912.obj,./ResampledDatabase/PlantWildNonTree/m974.obj
./ResampledDatabase/Car\D00377.obj,0.963711,0.5,0.0340909,0.0638298,./ResampledDatabase/Car/m1535.obj,./ResampledDatabase/Car/m1485.obj,./ResampledDatabase/Hand/m331.obj,./ResampledDatabase/Hand/D01074.obj,./ResampledDatabase/Wheel/m749.obj,./ResampledDatabase/Car/m1528.obj
./ResampledDatabase/Car\D00452.obj,0.964536,0.666667,0.0454545,0.0851064,./ResampledDatabase/Car/D00724.obj,./ResampledDatabase/MilitaryVehicle/D00723.obj,./ResampledDatabase/Car/m1528.obj,./ResampledDatabase/Car/D00976.obj,./ResampledDatabase/Car/D00377.obj,./ResampledDatabase/Truck/D00002.obj
./ResampledDatabase/Car\D00504.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/MultiSeat/D00637.obj,./ResampledDatabase/Car/m1559.obj,./ResampledDatabase/Mug/D00913.obj,./ResampledDatabase/RoundTable/D00827.obj,./ResampledDatabase/BuildingNonResidential/m390.obj,./ResampledDatabase/Car/m1557.obj
./ResampledDatabase/Car\D00541.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/Car/m1542.obj,./ResampledDatabase/NonWheelChair/m789.obj,./ResampledDatabase/Car/D00265.obj,./ResampledDatabase/Vase/m545.obj,./ResampledDatabase/Hat/m1637.obj,./ResampledDatabase/Computer/m1766.obj
./ResampledDatabase/Car\D00618.obj,0.966186,1,0.0681818,0.12766,./ResampledDatabase/Car/m1551.obj,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Car/D00865.obj,./ResampledDatabase/Car/m1538.obj,./ResampledDatabase/Car/m1523.obj,./ResampledDatabase/Car/D00670.obj
./ResampledDatabase/Car\D00670.obj,0.964536,0.666667,0.0454545,0.0851064,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Cellphone/D00032.obj,./ResampledDatabase/Car/D00865.obj,./ResampledDatabase/Car/m1497.obj,./ResampledDatabase/Cellphone/D00554.obj,./ResampledDatabase/Car/D00767.obj
./ResampledDatabase/Car\D00671.obj,0.962062,0.166667,0.0113636,0.0212766,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Bicycle/D00077.obj,./ResampledDatabase/DeskPhone/D00957.obj,./ResampledDatabase/Truck/D00835.obj,./ResampledDatabase/Ship/D00539.obj,./ResampledDatabase/Car/D00803.obj
./ResampledDatabase/Car\D00724.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/MilitaryVehicle/D00723.obj,./ResampledDatabase/Car/D00260.obj,./ResampledDatabase/Truck/D00002.obj,./ResampledDatabase/MilitaryVehicle/D00173.obj,./ResampledDatabase/Car/D00976.obj,./ResampledDatabase/MilitaryVehicle/D00577.obj
./ResampledDatabase/Car\D00767.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/Cellphone/D00554.obj,./ResampledDatabase/Car/D00670.obj,./ResampledDatabase/Cellphone/D00032.obj,./ResampledDatabase/NonWheelChair/m791.obj,./ResampledDatabase/Humanoid/m183.obj,./ResampledDatabase/Car/m1489.obj
./ResampledDatabase/Car\D00785.obj,0.963711,0.5,0.0340909,0.0638298,./ResampledDatabase/Car/m1500.obj,./ResampledDatabase/Wheel/m734.obj,./ResampledDatabase/Car/m1490.obj,./ResampledDatabase/Car/m1517.obj,./ResampledDatabase/House/m449.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj
./ResampledDatabase/Car\D00793.obj,0.965361,0.833333,0.0568182,0.106383,./ResampledDatabase/Car/m1529.obj,./ResampledDatabase/Car/m1486.obj,./ResampledDatabase/Car/m1558.obj,./ResampledDatabase/Car/m1485.obj,./ResampledDatabase/Car/m1518.obj,./ResampledDatabase/Starship/m1356.obj
./ResampledDatabase/Car\D00803.obj,0.961237,0,0,0,./ResampledDatabase/Humanoid/m231.obj,./ResampledDatabase/Cellphone/D00152.obj,./ResampledDatabase/Ship/D00429.obj,./ResampledDatabase/Musical_Instrument/m631.obj,./ResampledDatabase/PlantWildNonTree/m973.obj,./ResampledDatabase/ComputerKeyboard/D00420.obj
./ResampledDatabase/Car\D00865.obj,0.966186,1,0.0681818,0.12766,./ResampledDatabase/Car/m1523.obj,./ResampledDatabase/Car/m1538.obj,./ResampledDatabase/Car/D00618.obj,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Car/D00670.obj,./ResampledDatabase/Car/m1497.obj
./ResampledDatabase/Car\D00976.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/Car/D00260.obj,./ResampledDatabase/Car/D00724.obj,./ResampledDatabase/Truck/D00002.obj,./ResampledDatabase/MultiSeat/D00273.obj,./ResampledDatabase/MilitaryVehicle/D00723.obj,./ResampledDatabase/MilitaryVehicle/D00272.obj
./ResampledDatabase/Car\m1485.obj,0.965361,0.833333,0.0568182,0.106383,./ResampledDatabase/Car/m1518.obj,./ResampledDatabase/Car/D00377.obj,./ResampledDatabase/Car/D00793.obj,./ResampledDatabase/Car/m1558.obj,./ResampledDatabase/Car/m1535.obj,./ResampledDatabase/RoundTable/D00492.obj
./ResampledDatabase/Car\m1486.obj,0.964536,0.666667,0.0454545,0.0851064,./ResampledDatabase/Car/m1529.obj,./ResampledDatabase/BuildingNonResidential/m390.obj,./ResampledDatabase/Car/m1524.obj,./ResampledDatabase/Car/D00865.obj,./ResampledDatabase/Car/m1523.obj,./ResampledDatabase/Quadruped/m110.obj
./ResampledDatabase/Car\m1487.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/Mug/m509.obj,./ResampledDatabase/Car/m1546.obj,./ResampledDatabase/Shelf/D00057.obj,./ResampledDatabase/RoundTable/D00827.obj,./ResampledDatabase/MultiSeat/D00637.obj,./ResampledDatabase/Car/D00504.obj
./ResampledDatabase/Car\m1488.obj,0.962062,0.166667,0.0113636,0.0212766,./ResampledDatabase/Wheel/m745.obj,./ResampledDatabase/Mug/D00341.obj,./ResampledDatabase/Car/m1559.obj,./ResampledDatabase/Wheel/m744.obj,./ResampledDatabase/BuildingNonResidential/m400.obj,./ResampledDatabase/Cup/D00035.obj
./ResampledDatabase/Car\m1489.obj,0.962062,0.166667,0.0113636,0.0212766,./ResampledDatabase/Chess/D01017.obj,./ResampledDatabase/Hat/m1629.obj,./ResampledDatabase/HumanHead/m346.obj,./ResampledDatabase/NonWheelChair/m791.obj,./ResampledDatabase/Wheel/m749.obj,./ResampledDatabase/Car/m1536.obj
./ResampledDatabase/Car\m1490.obj,0.963711,0.5,0.0340909,0.0638298,./ResampledDatabase/Cup/D00328.obj,./ResampledDatabase/Car/D00168.obj,./ResampledDatabase/Car/D00785.obj,./ResampledDatabase/Cup/D00874.obj,./ResampledDatabase/Car/m1500.obj,./ResampledDatabase/Wheel/m734.obj
./ResampledDatabase/Car\m1492.obj,0.961237,0,0,0,./ResampledDatabase/Apartment/D00921.obj,./ResampledDatabase/Starship/m1375.obj,./ResampledDatabase/MilitaryVehicle/D00778.obj,./ResampledDatabase/BuildingNonResidential/m383.obj,./ResampledDatabase/House/D00873.obj,./ResampledDatabase/Helicopter/m1329.obj
./ResampledDatabase/Car\m1495.obj,0.964536,0.666667,0.0454545,0.0851064,./ResampledDatabase/Car/m1539.obj,./ResampledDatabase/Car/D00377.obj,./ResampledDatabase/Car/m1527.obj,./ResampledDatabase/FloorLamp/D00447.obj,./ResampledDatabase/Car/m1528.obj,./ResampledDatabase/Hat/m1636.obj
./ResampledDatabase/Car\m1496.obj,0.965361,0.833333,0.0568182,0.106383,./ResampledDatabase/Car/m1550.obj,./ResampledDatabase/Car/m1548.obj,./ResampledDatabase/Car/m1545.obj,./ResampledDatabase/Starship/m1382.obj,./ResampledDatabase/Car/m1539.obj,./ResampledDatabase/Car/m1489.obj
./ResampledDatabase/Car\m1497.obj,0.965361,0.833333,0.0568182,0.106383,./ResampledDatabase/Cellphone/D00032.obj,./ResampledDatabase/Car/D00670.obj,./ResampledDatabase/Car/D00865.obj,./ResampledDatabase/Car/m1530.obj,./ResampledDatabase/Car/m1555.obj,./ResampledDatabase/Car/D00618.obj
./ResampledDatabase/Car\m1498.obj,0.966186,1,0.0681818,0.12766,./ResampledDatabase/Car/m1551.obj,./ResampledDatabase/Car/D00618.obj,./ResampledDatabase/Car/m1555.obj,./ResampledDatabase/Car/m1511.obj,./ResampledDatabase/Car/m1527.obj,./ResampledDatabase/Car/m1502.obj
./ResampledDatabase/Car\m1499.obj,0.961237,0,0,0,./ResampledDatabase/MultiSeat/D00263.obj,./ResampledDatabase/Sword/D00071.obj,./ResampledDatabase/Spoon/D00517.obj,./ResampledDatabase/PlantWildNonTree/m988.obj,./ResampledDatabase/PlantWildNonTree/m987.obj,./ResampledDatabase/PlantWildNonTree/m974.obj
./ResampledDatabase/Car\m1500.obj,0.963711,0.5,0.0340909,0.0638298,./ResampledDatabase/Car/m1532.obj,./ResampledDatabase/Car/D00785.obj,./ResampledDatabase/Train/m1584.obj,./ResampledDatabase/Wheel/m734.obj,./ResampledDatabase/Car/m1490.obj,./ResampledDatabase/Hand/m327.obj
./ResampledDatabase/Car\m1502.obj,0.962062,0.166667,0.0113636,0.0212766,./ResampledDatabase/Humanoid/m253.obj,./ResampledDatabase/Quadruped/D00380.obj,./ResampledDatabase/Humanoid/m171.obj,./ResampledDatabase/Car/m1555.obj,./ResampledDatabase/Quadruped/m108.obj,./ResampledDatabase/Humanoid/m205.obj
./ResampledDatabase/Car\m1503.obj,0.961237,0,0,0,./ResampledDatabase/Musical_Instrument/m625.obj,./ResampledDatabase/Ship/D00175.obj,./ResampledDatabase/SubmachineGun/D00384.obj,./ResampledDatabase/Rocket/D00764.obj,./ResampledDatabase/Musical_Instrument/m632.obj,./ResampledDatabase/Gun/m648.obj
./ResampledDatabase/Car\m1504.obj,0.962062,0.166667,0.0113636,0.0212766,./ResampledDatabase/WheelChair/D00183.obj,./ResampledDatabase/NonWheelChair/D00240.obj,./ResampledDatabase/WheelChair/D00782.obj,./ResampledDatabase/Humanoid/m125.obj,./ResampledDatabase/Insect/m19.obj,./ResampledDatabase/Car/m1561.obj
./ResampledDatabase/Car\m1505.obj,0.961237,0,0,0,./ResampledDatabase/Humanoid/m179.obj,./ResampledDatabase/DeskLamp/m603.obj,./ResampledDatabase/Quadruped/D00663.obj,./ResampledDatabase/Cup/D00550.obj,./ResampledDatabase/Violin/D00891.obj,./ResampledDatabase/Hand/m329.obj
./ResampledDatabase/Car\m1506.obj,0.963711,0.5,0.0340909,0.0638298,./ResampledDatabase/Car/m1558.obj,./ResampledDatabase/Humanoid/m190.obj,./ResampledDatabase/Computer/m1777.obj,./ResampledDatabase/RoundTable/D00094.obj,./ResampledDatabase/Car/D00793.obj,./ResampledDatabase/Car/D00504.obj
./ResampledDatabase/Car\m1507.obj,0.964536,0.666667,0.0454545,0.0851064,./ResampledDatabase/Car/D00377.obj,./ResampledDatabase/Car/m1485.obj,./ResampledDatabase/Train/m1588.obj,./ResampledDatabase/Car/m1527.obj,./ResampledDatabase/Humanoid/m138.obj,./ResampledDatabase/Car/m1535.obj
./ResampledDatabase/Car\m1508.obj,0.961237,0,0,0,./ResampledDatabase/House/m451.obj,./ResampledDatabase/Truck/m1576.obj,./ResampledDatabase/RoundTable/D00524.obj,./ResampledDatabase/Humanoid/m158.obj,./ResampledDatabase/MilitaryVehicle/D00611.obj,./ResampledDatabase/Humanoid/m147.obj
./ResampledDatabase/Car\m1509.obj,0.962062,0.166667,0.0113636,0.0212766,./ResampledDatabase/Hand/m329.obj,./ResampledDatabase/Hand/D01097.obj,./ResampledDatabase/DeskLamp/m603.obj,./ResampledDatabase/Hand/D01006.obj,./ResampledDatabase/Hand/m335.obj,./ResampledDatabase/Car/m1512.obj
./ResampledDatabase/Car\m1510.obj,0.961237,0,0,0,./ResampledDatabase/Motorcycle/D00039.obj,./ResampledDatabase/Motorcycle/m1480.obj,./ResampledDatabase/Sign/m1685.obj,./ResampledDatabase/ComputerKeyboard/D00569.obj,./ResampledDatabase/Insect/D00430.obj,./ResampledDatabase/City/D01039.obj
./ResampledDatabase/Car\m1511.obj,0.962062,0.166667,0.0113636,0.0212766,./ResampledDatabase/City/m1664.obj,./ResampledDatabase/Biplane/D00276.obj,./ResampledDatabase/Hat/m1631.obj,./ResampledDatabase/Train/m1588.obj,./ResampledDatabase/Truck/m1571.obj,./ResampledDatabase/Car/m1514.obj
./ResampledDatabase/Car\m1512.obj,0.962887,0.333333,0.0227273,0.0425532,./ResampledDatabase/Starship/m1357.obj,./ResampledDatabase/Car/m1492.obj,./ResampledDatabase/Hand/D01097.obj,./ResampledDatabase/PlantIndoors/D00087.obj,./ResampledDatabase/Violin/D00506.obj,./ResampledDatabase/Car/m1515.obj
./ResampledDatabase/Car\m1513.obj,0.961237,0,0,0,./ResampledDatabase/Gun/D00207.obj,./ResampledDatabase/Jet/m1226.obj,./ResampledDatabase/Humanoid/m193.obj,./ResampledDatabase/Jet/m1172.obj,./ResampledDatabase/PlantWildNonTree/m985.obj,./ResampledDatabase/Jet/m1179.obj
./ResampledDatabase/Car\m1514.obj,0.961237,0,0,0,./ResampledDatabase/Humanoid/m133.obj,./ResampledDatabase/Humanoid/m203.obj,./ResampledDatabase/Humanoid/m170.obj,./ResampledDatabase/Motorcycle/D00224.obj,./ResampledDatabase/Humanoid/m166.obj,./ResampledDatabase/Starship/m1358.obj
