Class,File,SurfaceArea,Volume,Compactness,Rectangularity,Diameter,Convexity,Eccentricity
"./ResampledDatabase/ComputerKeyboard",D00420.obj,1.51222,0.0052692,1101.28,1.13287,0.508651,5.52493,404.196
"./ResampledDatabase/ComputerKeyboard",D00493.obj,6.12872,0.0287922,2455.32,0.0959863,1.12912,30.8684,362.752
"./ResampledDatabase/ComputerKeyboard",D00525.obj,0.861734,-0.00248356,917.312,-2.45419e-06,0.522332,-27.888,18627.8
"./ResampledDatabase/ComputerKeyboard",D00569.obj,1.94057,0.00821406,957.684,0.0388404,1.077,3.54617,792.303
"./ResampledDatabase/ComputerKeyboard",D00597.obj,0.0834507,-3.63832e-05,3881.83,-0.0447423,0.133318,-7.59482,1684.79
"./ResampledDatabase/ComputerKeyboard",D00600.obj,4.68579,0.0243221,1537.78,0.104843,1.05299,10.4899,602.944
"./ResampledDatabase/ComputerKeyboard",D00627.obj,1.16294,0.00578394,415.697,1.57595,0.531514,19.4425,598.35
"./ResampledDatabase/ComputerKeyboard",D00654.obj,3.24229,0.019554,788.191,0.0545885,1.04992,3.66915,133.361
"./ResampledDatabase/ComputerKeyboard",D00673.obj,4.12925,0.0143154,3037.77,0.0750066,1.06192,38.5594,344.61
"./ResampledDatabase/ComputerKeyboard",D00676.obj,1.55186,0.000413166,193577,3.33661e-05,0.547062,3.74965,276.77
"./ResampledDatabase/ComputerKeyboard",D00692.obj,3.46298,0.0104595,3356.39,0.0668527,1.01534,6.33576,1132.11
"./ResampledDatabase/ComputerKeyboard",D00805.obj,1.77358,-0.000284623,608918,-2.01102e-09,0.512709,-1.0131,256.441
"./ResampledDatabase/ComputerKeyboard",D00905.obj,2.80321,0.0227477,376.389,0.193906,1.05014,93.0594,461.709
"./ResampledDatabase/ComputerKeyboard",D00990.obj,2.87213,0.018063,642.067,0.065837,1.06186,6.26232,942.114
"./ResampledDatabase/Cup",D00035.obj,2.68098,0.259127,2.53748,0.0400477,1.00723,92.9171,1.00916
"./ResampledDatabase/Cup",D00174.obj,1.55169,0.110074,2.72639,0.0797356,1.00361,4.19457,6.21986
"./ResampledDatabase/Cup",D00206.obj,2.77622,0.0669509,42.2082,0.00906891,1.23209,1.25075,2.34526
"./ResampledDatabase/Cup",D00214.obj,3.64342,0.356422,3.36626,0.0675328,1.19244,1.86035,1.70385
"./ResampledDatabase/Cup",D00270.obj,1.88385,0.0297228,66.9122,0.0157586,1.06613,3.97388,6.21177
"./ResampledDatabase/Cup",D00328.obj,1.59773,0.0289067,43.1581,0.0198198,1.05621,1.02911,8.9388
"./ResampledDatabase/Cup",D00355.obj,0.679095,0.00854819,37.8958,0.0188892,0.887613,0.916151,26.1626
"./ResampledDatabase/Cup",D00457.obj,1.11729,0.0471507,5.54707,0.0675422,1.00759,3.89526,18.8631
"./ResampledDatabase/Cup",D00463.obj,3.59091,0.348129,3.37817,0.0705431,1.15197,6.67706,3.27773
"./ResampledDatabase/Cup",D00519.obj,0.923188,-0.000438435,36191.6,-0.000252313,1.05596,-0.236788,12.3548
"./ResampledDatabase/Cup",D00550.obj,1.51422,0.0934277,3.51692,0.0937183,1.00284,6.34645,7.61163
"./ResampledDatabase/Cup",D00587.obj,1.30182,0.066963,4.35042,0.046751,0.891056,4.42093,7.01671
"./ResampledDatabase/Cup",D00638.obj,1.0684,0.0632266,2.69744,0.0500702,0.854305,3.95259,5.61549
"./ResampledDatabase/Cup",D00642.obj,1.00763,0.00982863,93.6419,0.0139043,1.01686,0.681077,14.6288
"./ResampledDatabase/Cup",D00738.obj,0.827258,0.0153288,21.3036,0.00772103,0.929092,0.447703,4.48044
"./ResampledDatabase/Cup",D00843.obj,1.86175,0.0842655,8.03543,0.110179,1.0599,1.81025,8.85439
"./ResampledDatabase/Cup",D00874.obj,2.46398,-0.00618842,3453.82,-0.000972083,1.14613,-0.116045,2.25136
"./ResampledDatabase/Cup",D00882.obj,2.14529,0.0612077,23.302,0.0215218,1.10905,3.68172,3.55422
"./ResampledDatabase/Cup",m494.obj,1.03142,-0.000105106,878209,-0.000117625,1.05132,-0.0313955,10.1092
"./ResampledDatabase/Cup",m495.obj,2.00969,0.0604245,19.6567,0.013247,1.18721,0.418625,4.43238
"./ResampledDatabase/Cup",m496.obj,2.71006,0.0348857,144.606,0.010906,1.18297,0.72933,3.35557
"./ResampledDatabase/Cup",m497.obj,1.24762,0.0159547,67.455,0.0118318,1.07604,1.72615,5.61839
"./ResampledDatabase/Cup",m498.obj,2.08625,0.240883,1.38367,0.0338022,1.2376,6.14,1.40825
"./ResampledDatabase/Cup",m499.obj,1.75085,0.0790921,7.5863,0.0180592,1.15148,3.41589,3.74988
"./ResampledDatabase/Cup",m500.obj,3.26498,0.271275,4.18189,0.0375556,1.29224,2.53544,1.99271
"./ResampledDatabase/Cup",m501.obj,2.74934,0.0664541,41.6092,0.0176063,1.19672,4.33532,3.24152
"./ResampledDatabase/Cup",m502.obj,2.92602,0.204149,5.31476,0.054509,1.16919,3.33682,2.49142
"./ResampledDatabase/Cup",m526.obj,1.64154,0.0577513,11.7268,0.0216376,1.00752,26.439,2.57141
"./ResampledDatabase/DeskLamp",D00048.obj,1.48337,0.117687,2.08372,0.0260146,1.02595,5.00418,2.55443
"./ResampledDatabase/DeskLamp",D00090.obj,0.784201,0.00636659,105.2,0.00444482,0.930855,2.73454,49.1411
"./ResampledDatabase/DeskLamp",D00147.obj,0.249357,0.00147501,63.0118,0.00172178,1.00408,1.08078,67.9344
"./ResampledDatabase/DeskLamp",D00257.obj,0.857187,0.00605783,151.754,0.0043386,1.0248,29.9104,8.78109
"./ResampledDatabase/DeskLamp",D00268.obj,0.0706991,-0.000189945,86.6034,-0.000907676,1.00202,-0.0561744,385.967
"./ResampledDatabase/DeskLamp",D00330.obj,0.149348,0.000355761,232.72,0.00105369,0.715438,0.192083,18.7801
"./ResampledDatabase/DeskLamp",D00378.obj,0.765201,0.0108386,33.7229,0.00503116,1.02152,0.526257,16.467
"./ResampledDatabase/DeskLamp",D00435.obj,0.841517,0.00617945,137.987,0.0036316,1.05133,5.35819,19.0974
"./ResampledDatabase/DeskLamp",D00455.obj,0.260051,0.00451738,7.61994,0.00909657,0.871328,0.679799,87.5566
"./ResampledDatabase/DeskLamp",D00531.obj,0.264093,-0.000299802,1811.96,-0.000637485,1.02095,-0.0480205,59.1457
"./ResampledDatabase/DeskLamp",D00547.obj,0.819917,0.0138385,25.4496,0.014806,0.934929,0.409427,12.7803
"./ResampledDatabase/DeskLamp",D00686.obj,0.551202,-0.000218447,31030.4,-9.6123e-05,1.01865,-0.0107755,29.3003
"./ResampledDatabase/DeskLamp",D00693.obj,0.577368,0.00630561,42.8008,0.00704019,1.02522,3.21911,29.9983
"./ResampledDatabase/DeskLamp",D00698.obj,0.95877,-0.00328317,722.944,-0.00209365,1.06653,-0.304805,16.0984
"./ResampledDatabase/DeskLamp",D00715.obj,1.05393,0.000297603,116872,0.000125877,1.08107,0.00603659,17.6633
"./ResampledDatabase/DeskLamp",D00744.obj,0.13872,0.00148664,10.6797,0.00336131,0.844935,0.312555,74.4891
"./ResampledDatabase/DeskLamp",D00759.obj,1.44671,0.019399,71.1436,0.00690626,1.01875,1.27011,18.8098
"./ResampledDatabase/DeskLamp",D00776.obj,0.504035,0.00487031,47.7327,0.00538627,1.00002,0.280518,37.1935
"./ResampledDatabase/DeskLamp",D00797.obj,1.14493,0.00600631,367.847,0.0044303,0.993939,0.294667,53.814
"./ResampledDatabase/DeskLamp",D00912.obj,0.455343,0.0103241,7.83183,0.00583948,0.927629,0.270662,69.1181
"./ResampledDatabase/DeskLamp",m603.obj,1.47187,0.0390197,18.5176,0.00959671,1.00738,10.2621,5.66708
"./ResampledDatabase/DeskLamp",m604.obj,0.338984,0.000347319,2855.14,0.000443538,1.02008,0.0272507,49.7315
"./ResampledDatabase/DeskLamp",m605.obj,1.31552,0.0383693,13.6732,0.0111755,1.24928,2.29599,15.0304
"./ResampledDatabase/DeskLamp",m606.obj,0.914077,0.00990992,68.7632,0.00316607,1.11002,0.269811,17.5526
"./ResampledDatabase/DeskLamp",m608.obj,2.12765,0.0505961,33.267,0.00879311,1.32317,0.637263,6.9061
"./ResampledDatabase/DeskLamp",m609.obj,0.299733,-8.72299e-05,31291,-7.54164e-05,1.13042,-0.0263866,48.3954
"./ResampledDatabase/DeskLamp",m611.obj,1.36629,0.0171537,76.6414,0.00544504,1.1144,0.466546,14.6384
"./ResampledDatabase/DeskLamp",m613.obj,0.380738,0.00108534,414.278,0.000493071,1.26357,0.128031,58.3647
"./ResampledDatabase/DeskLamp",m614.obj,0.962837,0.012868,47.6635,0.00437255,1.17331,0.341405,16.2567
"./ResampledDatabase/DeskLamp",m615.obj,0.867966,0.00511705,220.809,0.000953101,1.33882,0.429452,34.8795
"./ResampledDatabase/DeskLamp",m616.obj,0.341833,0.00200149,88.1625,0.00673639,0.543098,2.83735,55.3843
"./ResampledDatabase/DeskPhone",D00118.obj,1.46892,0.0508119,10.8545,0.0524251,0.9564,2.89101,67.957
"./ResampledDatabase/DeskPhone",D00135.obj,0.941948,0.00470113,334.368,0.00382736,1.00895,4.91015,35.7702
"./ResampledDatabase/DeskPhone",D00154.obj,1.13148,0.00815334,192.671,0.0200376,0.923502,1.28534,72.3995
"./ResampledDatabase/DeskPhone",D00220.obj,2.42059,0.0620123,32.6105,0.0165277,1.11013,6.00726,16.2262
"./ResampledDatabase/DeskPhone",D00316.obj,3.06535,0.10225,24.3593,0.10317,1.13986,7.45589,17.3247
"./ResampledDatabase/DeskPhone",D00318.obj,1.60516,0.0514163,13.8325,0.0148129,1.07729,1.62495,7.93072
"./ResampledDatabase/DeskPhone",D00403.obj,1.4153,0.0105557,224.971,0.00531298,0.820665,4.46043,9.10095
"./ResampledDatabase/DeskPhone",D00486.obj,2.39558,0.0504961,47.6722,0.0247127,1.12103,13.1604,27.0371
"./ResampledDatabase/DeskPhone",D00511.obj,0.794626,0.0208435,10.2116,0.0548072,0.904105,7.51643,36.6393
"./ResampledDatabase/DeskPhone",D00556.obj,3.49369,0.121417,25.5764,0.0445387,1.15959,2.81133,8.98519
"./ResampledDatabase/DeskPhone",D00576.obj,1.92781,0.0281277,80.0697,0.0501723,0.987695,2.53798,35.1245
"./ResampledDatabase/DeskPhone",D00680.obj,3.43113,0.125998,22.4974,0.0683932,1.2429,0.973944,10.9661
"./ResampledDatabase/DeskPhone",D00706.obj,4.14996,0.135817,34.259,0.136895,1.2517,6.466,17.14
"./ResampledDatabase/DeskPhone",D00773.obj,1.21887,0.0157357,64.6624,0.0248014,0.909558,1.59608,109.703
"./ResampledDatabase/DeskPhone",D00829.obj,2.85557,0.0558511,66.0026,0.0244358,1.08429,1.74453,21.8583
"./ResampledDatabase/DeskPhone",D00894.obj,2.64726,0.0575523,49.5237,0.016773,1.18346,2.27381,5.99475
"./ResampledDatabase/DeskPhone",D00897.obj,1.05176,0.018571,29.8281,0.0255682,0.931842,12.023,43.7098
"./ResampledDatabase/DeskPhone",D00899.obj,2.06872,0.056731,24.3229,0.0531523,1.10806,5.99578,84.1658
"./ResampledDatabase/DeskPhone",D00957.obj,2.88282,0.0352377,170.601,0.041377,0.912014,5.10791,36.2644
"./ResampledDatabase/DeskPhone",D00958.obj,3.53282,0.120685,26.7674,0.0711099,1.08999,2.02784,46.1684
"./ResampledDatabase/Door",D01005.obj,0.362004,0.00154422,175.902,0.0657709,0.531002,40.9649,422.559
"./ResampledDatabase/Door",D01029.obj,0.62303,0.00186211,616.683,0.00157148,1.13588,0.187629,54.1489
"./ResampledDatabase/Door",D01052.obj,2.78244,0.0455343,91.8648,0.0654897,1.12672,4.61891,30.3027
"./ResampledDatabase/Door",D01058.obj,1.68611,0.01736,140.64,0.0434351,1.12549,1.82704,127.906
"./ResampledDatabase/Door",D01062.obj,2.12365,0.00998473,849.425,0.0171013,1.33066,3.3797,377.167
"./ResampledDatabase/Door",D01076.obj,2.53479,0.0371632,104.266,0.144637,1.1088,64.4113,302.084
"./ResampledDatabase/Door",D01104.obj,1.78259,0.00687317,1060.19,0.0400631,1.11117,18.6013,1069.62
"./ResampledDatabase/Door",D01114.obj,1.80853,0.0160412,203.26,0.0163451,1.17215,7.36859,67.0076
"./ResampledDatabase/Door",D01121.obj,2.36428,0.0142857,572.592,0.109375,1.15211,17.6582,462.209
"./ResampledDatabase/Door",D01129.obj,1.7717,0.00232644,9085.21,0.00605086,1.09908,8.95193,270.966
"./ResampledDatabase/Door",D01136.obj,1.19463,0.00965574,161.688,0.0220275,1.14045,5.19971,129.885
"./ResampledDatabase/Door",D01139.obj,0.487757,-0.000102582,97503.2,-0.000769358,1.04053,-1.718,12440
"./ResampledDatabase/Door",D01141.obj,2.00003,0.0104994,641.695,0.023304,1.10916,1.68375,209.572
"./ResampledDatabase/Door",D01143.obj,1.17854,0.0051988,535.519,0.020998,1.14525,8.66013,2130.82
"./ResampledDatabase/Door",D01144.obj,0.987699,0.00188335,2401.93,0.00909061,1.04744,5.52999,338.711
"./ResampledDatabase/Door",D01155.obj,1.99222,0.098862,7.1532,0.0905133,1.39221,7.0849,84.9035
"./ResampledDatabase/Door",D01158.obj,1.01475,0.0313458,9.4029,0.0650282,1.15201,4.83494,197.964
"./ResampledDatabase/Door",D01167.obj,1.93723,0.00895592,801.433,0.0216144,1.17778,1.43559,394.249
"./ResampledDatabase/Door",D01177.obj,1.1145,0.00214084,2670.63,0.00817365,1.10661,1.49339,442.94
"./ResampledDatabase/Door",D01194.obj,0.859055,-2.9031e-06,6.651e+08,-5.28278e-05,1.13156,-0.0280478,3916.2
"./ResampledDatabase/Door",m1707.obj,0.623029,0.00184509,628.112,0.00155711,1.13588,0.25005,54.1489
"./ResampledDatabase/Door",m1708.obj,2.36428,0.0142857,572.588,0.109375,1.15211,14.2649,462.209
"./ResampledDatabase/Door",m1710.obj,1.31613,0.00279448,2581.31,0.00638884,1.13974,1.17456,515.779
"./ResampledDatabase/Door",m1711.obj,0.987696,-0.00018289,254705,-0.00088278,1.04744,-0.0938152,338.713
"./ResampledDatabase/Door",m1712.obj,2.53478,0.0371684,104.237,0.144657,1.1088,6.70984,302.088
"./ResampledDatabase/Door",m1713.obj,0.362002,0.00154419,175.905,0.0657703,0.531003,3.89344,422.559
"./ResampledDatabase/Door",m1714.obj,1.78259,0.00690102,1051.66,0.0402254,1.11117,15.3561,1069.65
"./ResampledDatabase/Door",m1715.obj,2.78244,0.0476041,84.0501,0.0684665,1.12672,30.0555,30.3027
"./ResampledDatabase/Door",m1716.obj,2.00003,0.0104994,641.697,0.023304,1.10916,63.5314,209.579
"./ResampledDatabase/Door",m1717.obj,1.68611,0.0174414,139.329,0.043639,1.12549,100.708,127.91
"./ResampledDatabase/Door",m1718.obj,1.77169,0.00232637,9085.59,0.00605069,1.09908,1.52069,270.966
"./ResampledDatabase/Door",m1720.obj,1.19463,0.00965566,161.689,0.0220273,1.14045,2.06678,129.885
"./ResampledDatabase/Door",m1721.obj,1.01475,0.0313453,9.40319,0.0650273,1.15201,54.1705,197.963
"./ResampledDatabase/Door",m1722.obj,1.80853,0.0156569,213.359,0.0159536,1.17215,5.44078,67.0078
"./ResampledDatabase/Door",m1723.obj,2.12365,0.00974828,891.125,0.0166963,1.33066,1.72936,377.168
"./ResampledDatabase/Door",m1724.obj,1.93722,0.0102596,610.687,0.0247608,1.17778,3.50519,394.251
"./ResampledDatabase/Door",m1726.obj,1.99222,0.0988595,7.15353,0.090511,1.39221,10.2343,84.9037
"./ResampledDatabase/Door",m1728.obj,2.20331,0.0345532,79.213,0.0434985,1.41184,3.43367,134.604
"./ResampledDatabase/Door",m1729.obj,2.51054,0.0813266,21.1535,0.0831605,1.09831,8.29096,90.0421
"./ResampledDatabase/Door",m1730.obj,2.51054,0.0813266,21.1535,0.0831605,1.09831,8.29096,90.0421
"./ResampledDatabase/Door",m1731.obj,2.6018,0.0391534,101.586,0.0435611,1.38471,21.4641,190.494
"./ResampledDatabase/Door",m1732.obj,3.47209,0.179584,11.4758,0.298152,1.34143,60.7959,247.441
"./ResampledDatabase/Drum",D00026.obj,2.01174,0.0104881,654.444,0.149035,0.520187,1.77554,2.86089
"./ResampledDatabase/Drum",D00063.obj,8.24805,0.559452,15.8517,0.149934,1.2012,20.0881,2.18112
"./ResampledDatabase/Drum",D00115.obj,5.99761,0.487927,8.01259,0.116563,1.00622,9.85248,1.90245
"./ResampledDatabase/Drum",D00163.obj,0.86355,-0.00119813,3966.44,-0.00293165,0.28032,-1.26014,2.44232
"./ResampledDatabase/Drum",D00189.obj,8.62139,0.0201287,13984.5,0.00792726,1.11104,0.448146,5.35964
"./ResampledDatabase/Drum",D00193.obj,13.6702,1.09099,18.977,0.292383,1.2012,19.3589,3.1491
"./ResampledDatabase/Drum",D00297.obj,0.408476,0.000900659,742.891,0.00354025,0.250935,24.7256,1.85903
"./ResampledDatabase/Drum",D00298.obj,8.90922,0.410997,37.0159,0.150068,1.0647,4.76921,2.44415
"./ResampledDatabase/Drum",D00308.obj,13.7523,1.32494,13.1004,0.224474,1.08239,50.3849,1.21076
"./ResampledDatabase/Drum",D00375.obj,7.5318,0.289363,45.1189,0.0927692,1.07251,8.23671,1.54848
"./ResampledDatabase/Drum",D00383.obj,4.33426,-0.0600387,199.724,-0.017763,1.11018,-2.02656,1.25685
"./ResampledDatabase/Drum",D00404.obj,12.6261,1.31508,10.2909,0.252337,1.24608,30.558,2.01727
"./ResampledDatabase/Drum",D00551.obj,13.1109,0.379704,138.216,0.104915,1.0976,9.12254,3.7934
"./ResampledDatabase/Drum",D00557.obj,19.0192,1.06317,53.8164,0.172472,1.32534,8.94256,1.50167
"./ResampledDatabase/Drum",D00596.obj,12.0803,0.579243,46.4578,0.14677,1.18946,37.2142,4.63893
"./ResampledDatabase/Drum",D00939.obj,6.24936,0.361505,16.5131,16.4549,0.603991,23.2036,1.95875
"./ResampledDatabase/Drum",D00951.obj,0.150164,0.000597639,83.824,0.00425008,0.140073,3.84992,8.85815
"./ResampledDatabase/Drum",D00980.obj,3.53683,0.00692647,8153.91,0.0212473,0.582878,2.83681,2.47581
"./ResampledDatabase/Drum",D00982.obj,22.0116,1.09731,78.3153,0.550729,1.11186,32.7384,11.8935
"./ResampledDatabase/Fish",D00012.obj,0.625876,0.00393809,139.779,0.0030864,1.00941,1.03793,27.0778
"./ResampledDatabase/Fish",D00022.obj,0.586268,0.00231894,331.328,0.00239242,1.00113,0.954355,26.134
"./ResampledDatabase/Fish",D00024.obj,0.49075,0.00107262,908.312,0.0014298,1.00178,0.571291,28.4905
"./ResampledDatabase/Fish",D00030.obj,0.510208,0.000898009,1456.22,0.00136525,1.00331,79.1978,27.1374
"./ResampledDatabase/Fish",D00142.obj,0.747625,0.00287161,448.071,0.00166309,1.00764,0.53521,21.4665
"./ResampledDatabase/Fish",D00165.obj,0.559024,0.00169236,539.331,0.00173986,1.0073,0.406052,25.0622
"./ResampledDatabase/Fish",D00251.obj,1.19299,0.0126142,94.3488,0.0052019,1.00037,2.31911,8.14722
"./ResampledDatabase/Fish",D00293.obj,0.780422,0.00484833,178.793,0.00329305,1.00152,1.69502,19.1821
"./ResampledDatabase/Fish",D00351.obj,0.8134,0.00277123,619.604,0.00186099,1.00914,0.371599,31.8422
"./ResampledDatabase/Fish",D00398.obj,0.682629,0.0039928,176.42,0.00391063,1.00469,7.51278,17.2677
"./ResampledDatabase/Fish",D00450.obj,0.668661,0.00221509,538.743,0.00177281,1.00351,0.74613,15.6164
"./ResampledDatabase/Fish",D00535.obj,0.627881,0.00171488,744.237,0.00118266,1.00401,0.281545,20.5241
"./ResampledDatabase/Fish",D00633.obj,0.56214,-0.00132147,899.424,-0.00119844,1.00956,-1.2987,33.5258
"./ResampledDatabase/Fish",D00636.obj,0.702152,0.00372578,220.499,0.00276663,1.01291,1.40978,21.6749
"./ResampledDatabase/Fish",D00643.obj,0.638926,0.000398598,14515.4,0.000236404,1.01216,0.0545219,20.018
"./ResampledDatabase/Fish",D00682.obj,0.581421,0.00321494,168.141,0.00290772,1.00017,0.443245,40.4457
"./ResampledDatabase/Fish",D00748.obj,0.397982,0.0080329,8.63759,0.0123296,0.850939,9.45127,35.5635
"./ResampledDatabase/Fish",D00763.obj,0.989417,0.00404243,524.084,0.00193284,1.00279,0.492575,14.0228
"./ResampledDatabase/Fish",D00850.obj,0.670088,0.00247753,433.417,0.00171966,1.01068,0.2599,14.5241
"./ResampledDatabase/Fish",D00950.obj,0.599449,0.00256118,290.352,0.00116618,1.01018,0.942127,15.9532
"./ResampledDatabase/FloorLamp",D00028.obj,1.14547,0.0307808,14.026,0.0135931,1.05442,0.857977,3.51269
"./ResampledDatabase/FloorLamp",D00093.obj,1.55766,0.0198404,84.8915,0.00518476,1.03302,1.00214,1.19607
"./ResampledDatabase/FloorLamp",D00186.obj,1.48839,0.0680309,6.29917,0.0384144,0.851077,3.06075,3.76867
"./ResampledDatabase/FloorLamp",D00211.obj,1.29571,0.044455,9.73253,0.0532496,0.978307,42.7827,24.6533
"./ResampledDatabase/FloorLamp",D00228.obj,1.46638,0.102487,2.65428,0.0248699,1.00475,33.8283,2.74405
"./ResampledDatabase/FloorLamp",D00388.obj,2.89558,0.24128,3.68733,0.0379741,1.01586,4.51106,1.57026
"./ResampledDatabase/FloorLamp",D00400.obj,1.57263,0.0700777,7.00275,0.0489016,0.965493,3.91653,11.3939
"./ResampledDatabase/FloorLamp",D00408.obj,3.35353,0.117115,24.3125,0.0209922,1.00107,2.46909,1.27281
"./ResampledDatabase/FloorLamp",D00447.obj,2.82494,0.197369,5.11701,0.0346972,1.02587,4.56985,3.13974
"./ResampledDatabase/FloorLamp",D00495.obj,1.20848,0.0212884,34.4333,0.00735793,1.07063,0.439703,13.119
"./ResampledDatabase/FloorLamp",D00563.obj,1.46197,0.119455,1.9362,0.0763467,0.869884,6.6619,4.57172
"./ResampledDatabase/FloorLamp",D00580.obj,0.983826,0.0413799,4.91725,0.0146407,0.864598,18.0849,7.47496
"./ResampledDatabase/FloorLamp",D00740.obj,1.55147,0.109112,2.77356,0.0323236,1.02363,4.70689,3.71522
"./ResampledDatabase/FloorLamp",D00856.obj,1.79152,0.0825816,7.45497,0.0245507,1.01276,2.83779,13.0602
"./ResampledDatabase/FloorLamp",D00875.obj,1.50265,0.0309209,31.3771,0.0250326,0.89169,11.2091,7.44997
"./ResampledDatabase/FloorLamp",D00876.obj,1.72977,0.0700353,9.32998,0.0270173,0.856475,1.03292,3.08036
"./ResampledDatabase/FloorLamp",D00888.obj,1.92536,0.0395988,40.2458,0.0154813,1.01424,6.16965,5.93062
"./ResampledDatabase/FloorLamp",D00924.obj,2.29291,-0.0578983,31.7961,-0.0435734,0.978555,-3.30162,29.5672
"./ResampledDatabase/FloorLamp",D00981.obj,1.39653,0.0659513,5.53672,0.0211775,1.00452,4.87155,4.00611
"./ResampledDatabase/FloorLamp",m617.obj,0.591737,0.000396962,11626.1,0.000319964,1.00547,0.0430077,14.0002
"./ResampledDatabase/FloorLamp",m618.obj,0.209417,-0.000373422,582.35,-0.00353129,1.00158,-0.252468,294.378
"./ResampledDatabase/FloorLamp",m619.obj,0.214928,-0.000183077,2619.13,-0.000927239,1.00031,-0.379376,109.157
"./ResampledDatabase/FloorLamp",m620.obj,0.074365,-3.47634e-05,3008.91,-0.0040358,0.487655,-0.120423,212.975
"./ResampledDatabase/FloorLamp",m621.obj,0.202091,0.00176774,23.3533,0.0139596,1.00397,1.36342,237.278
"./ResampledDatabase/FloorLamp",m622.obj,0.120901,2.26772e-05,30384.8,0.000195547,1.01782,0.166538,623.727
"./ResampledDatabase/FloorLamp",m623.obj,0.460654,-0.00960616,9.36637,-0.0185388,1.00928,-1.25251,58.6108
"./ResampledDatabase/FloorLamp",m624.obj,0.246113,0.000252868,2061.4,0.00056815,1.04716,0.0280059,207.008
"./ResampledDatabase/Glasses",D00050.obj,0.219643,0.0116244,0.693357,0.0213808,0.736807,2.97386,18.5164
"./ResampledDatabase/Glasses",D00201.obj,0.497254,0.00237517,192.706,0.00467758,1.07459,0.100852,18.6706
"./ResampledDatabase/Glasses",D00225.obj,0.598394,0.0215236,4.08959,0.0113069,1.15398,1.69505,39.0157
"./ResampledDatabase/Glasses",D00432.obj,0.334209,0.0179889,1.01999,0.0133394,1.00095,3.15704,93.204
"./ResampledDatabase/Glasses",D00475.obj,0.510483,0.00710898,23.2743,0.00305165,1.13337,0.350807,8.16812
"./ResampledDatabase/Glasses",D00507.obj,0.218995,0.0115667,0.694115,0.0214813,0.73572,2.14334,18.5163
"./ResampledDatabase/Glasses",D00560.obj,0.43605,0.00811756,11.1252,0.00476895,1.13212,0.0975339,51.1319
"./ResampledDatabase/Glasses",D00575.obj,0.18934,0.00168,21.2643,0.0049612,0.771713,1.38608,51.5479
"./ResampledDatabase/Glasses",D00630.obj,0.720866,0.0158493,13.1854,0.00571184,1.2365,0.518471,10.389
"./ResampledDatabase/Glasses",D00640.obj,0.132525,0.000554099,67.0298,0.00151354,0.747725,0.259355,76.7057
"./ResampledDatabase/Glasses",D00656.obj,0.729948,0.00376826,242.182,0.00185914,1.00223,0.321017,24.611
"./ResampledDatabase/Glasses",D00660.obj,0.1305,0.000220022,405.929,0.000504132,0.771213,0.0764467,74.2912
"./ResampledDatabase/Glasses",D00717.obj,0.984277,0.00156983,3421.33,0.000592862,1.08319,0.11719,10.5697
"./ResampledDatabase/Glasses",D00730.obj,0.287729,0.0101751,2.03434,0.00771555,1.13997,0.272614,41.4294
"./ResampledDatabase/Glasses",D00813.obj,0.328869,0.00510239,12.0801,0.00199087,1.25608,0.29217,22.4184
"./ResampledDatabase/Glasses",D00816.obj,0.108355,0.000318855,110.639,0.000915801,0.681607,0.261741,80.1007
"./ResampledDatabase/Glasses",D00877.obj,0.279551,0.00256212,29.4262,0.00118807,1.01583,0.224264,22.1373
"./ResampledDatabase/Glasses",D00883.obj,0.174431,0.000694854,97.1927,0.000566936,1.00126,1.6814,69.7676
"./ResampledDatabase/Glasses",D00937.obj,0.428235,0.0109962,5.74257,0.00698065,1.016,1.28588,43.9341
"./ResampledDatabase/Glasses",D00994.obj,0.390014,0.00594778,14.8278,0.00372787,1.08915,0.291028,31.3959
"./ResampledDatabase/Guitar",D00023.obj,0.654196,0.00177913,782.089,0.00603283,1.00305,0.420447,282.768
"./ResampledDatabase/Guitar",D00041.obj,0.190587,0.00066826,137.068,0.0183011,0.743501,0.915072,1247.87
"./ResampledDatabase/Guitar",D00076.obj,0.273851,0.00151552,79.0621,0.0190232,0.97626,1.50611,267.543
"./ResampledDatabase/Guitar",D00097.obj,0.49263,0.000729964,1983.84,0.00322078,1.00728,0.290762,66.6438
"./ResampledDatabase/Guitar",D00124.obj,0.400655,0.000873093,746.002,0.00521291,1.00289,1.08526,387.63
"./ResampledDatabase/Guitar",D00222.obj,0.479522,0.00245373,161.927,0.00748185,1.00015,0.966542,51.1151
"./ResampledDatabase/Guitar",D00232.obj,0.499397,0.00766359,18.7508,0.031411,0.889922,15.6538,408.77
"./ResampledDatabase/Guitar",D00335.obj,0.899839,0.0257456,9.71936,0.166031,0.979631,3.28583,113.77
"./ResampledDatabase/Guitar",D00374.obj,0.360904,0.000393919,2678.6,0.00152546,1.00271,0.606133,196.358
"./ResampledDatabase/Guitar",D00414.obj,0.537483,0.00130432,806.993,0.00342925,1.00087,0.288617,56.2228
"./ResampledDatabase/Guitar",D00416.obj,0.654909,-0.0049458,101.535,-0.0154544,1.00107,-1.21764,153.957
"./ResampledDatabase/Guitar",D00461.obj,0.389877,0.0018767,148.779,0.0197588,0.958213,1.41277,1146.99
"./ResampledDatabase/Guitar",D00464.obj,0.624792,0.00180673,660.641,0.00327963,1.00147,0.170417,93.8251
